Rank	Taxon	Count
species	1407	1
species	1408	2
species	1411	1
species	1413	1
species	1418	1
species	1421	1
species	1423	5
species	1426	1
species	1428	2
species	1445	1
species	1449	1
species	1450	1
species	1454	1
species	1455	2
species	1464	2
species	1465	4
species	1471	1
species	1472	1
species	1473	1
species	1478	1
species	1479	1
species	1482	1
species	1484	1
species	1488	1
species	1490	1
species	1491	6
species	1492	1
species	1493	1
species	1495	1
species	1496	3
species	1499	1
species	1501	2
species	1502	1
species	1503	1
species	1505	1
species	1510	1
species	1511	1
species	1512	1
species	1513	1
species	1515	1
species	1517	1
species	1519	1
species	1520	1
species	1521	1
species	1522	3
species	1525	1
species	1526	3
species	1527	1
species	1528	1
species	1529	1
species	1531	3
species	1534	1
species	1535	1
species	1540	1
species	1542	1
species	1547	1
species	1549	1
species	1556	1
species	1557	1
species	1561	1
species	1563	1
species	1564	1
species	1565	1
species	1570	1
species	1571	1
species	1575	2
species	1579	3
species	1580	2
species	1581	1
species	1582	10
species	1583	3
species	1584	1
species	1587	1
species	1588	1
species	1589	1
species	1590	3
species	1596	1
species	1597	13
species	1598	1
species	1599	5
species	1600	3
species	1601	1
species	1602	1
species	1605	1
species	1606	1
species	1607	1
species	1610	1
species	1612	1
species	1613	18
species	1614	1
species	1615	2
species	1616	1
species	1620	1
species	1622	1
species	1623	6
species	1624	1
species	1625	1
species	1626	1
species	1629	1
species	1630	5
species	1631	3
species	1633	1
species	1639	10
species	1640	1
species	1641	1
species	1642	2
species	1646	1
species	1648	1
species	1652	1
species	1657	4
species	1659	1
species	1660	1
species	1661	2
species	1665	1
species	1680	1
species	1681	1
species	1683	1
species	1684	1
species	1685	1
species	1687	1
species	1688	1
species	1689	1
species	1692	1
species	1693	1
species	1694	1
species	1703	2
species	1705	1
species	1708	1
species	1710	1
species	1711	2
species	1713	1
species	1717	13
species	1719	44
species	1721	2
species	1724	1
species	1725	1
species	1727	2
species	1731	1
species	1735	1
species	1736	1
species	1741	2
species	1747	4
species	1748	1
species	1749	1
species	1750	1
species	1751	1
species	1764	2
species	1765	1
species	1766	1
species	1767	1
species	1768	1
species	1769	1
species	1771	1
species	1772	1
species	1774	1
species	1778	1
species	1781	1
species	1784	1
species	1789	1
species	1790	1
species	1791	1
species	1795	1
species	1797	1
species	1800	1
species	1804	1
species	1807	1
species	1810	1
species	1814	1
species	1823	1
species	1824	1
species	1828	2
species	1833	1
species	1836	1
species	1844	1
species	1850	1
species	1852	1
species	1859	1
species	1861	1
species	1863	1
species	1866	1
species	1869	1
species	1886	1
species	1888	1
species	1896	1
species	1901	2
species	1902	1
species	1911	1
species	1916	1
species	1923	1
species	1926	1
species	1930	1
species	1938	1
species	1943	1
species	1951	1
species	1961	1
species	1967	1
species	1968	1
species	1990	1
species	1993	1
species	1996	1
species	2001	1
species	2002	1
species	2006	1
species	2014	1
species	2017	1
species	2020	1
species	2021	1
species	2033	2
species	2035	1
species	2039	1
species	2045	1
species	2047	2
species	2051	4
species	2052	4
species	2054	1
species	2055	1
species	2057	1
species	2061	1
species	2066	1
species	2074	2
species	2116	1
species	2134	1
species	2137	1
species	2138	1
species	2144	1
species	2145	1
species	2148	1
species	2150	1
species	2162	5
species	2173	5
species	2176	1
species	2177	2
species	2180	1
species	2186	1
species	2187	1
species	2188	1
species	2189	1
species	2190	1
species	2197	1
species	2198	3
species	2200	1
species	2201	1
species	2203	1
species	2205	1
species	2208	7
species	2209	25
species	2210	2
species	2214	1
species	2215	1
species	2221	1
species	2223	1
species	2224	1
species	2226	2
species	2234	4
species	2242	1
species	2246	1
species	2247	1
species	2250	1
species	2252	1
species	2257	1
species	2261	2
species	2265	1
species	2269	1
species	2271	1
species	2274	1
species	2275	1
species	2277	1
species	2280	1
species	2285	49
species	2287	7
species	2290	1
species	2293	1
species	2296	1
species	2303	1
species	2309	1
species	2315	1
species	2317	1
species	2320	1
species	2322	1
species	2325	1
species	2331	1
species	2336	4
species	2337	2
species	2340	27
species	2350	1
species	2352	1
species	2358	1
species	2369	1
species	2371	1
species	2374	1
species	2378	1
species	2382	1
species	2421	1
species	2423	1
species	2424	1
species	2426	6
species	2434	1
species	2702	5
species	2718	1
species	2724	1
species	2734	1
species	2736	1
species	2741	1
species	2743	1
species	2746	1
species	2748	1
species	2749	1
species	2750	1
species	2751	1
species	2752	1
species	2754	1
species	2756	1
species	2757	1
species	13076	1
species	13335	1
species	13373	1
species	13688	1
species	13689	1
species	13690	1
species	13769	1
species	13773	1
species	28025	1
species	28031	1
species	28034	1
species	28035	1
species	28037	1
species	28038	8
species	28042	1
species	28049	1
species	28051	1
species	28068	1
species	28072	1
species	28077	1
species	28080	1
species	28083	1
species	28084	1
species	28088	1
species	28090	3
species	28091	1
species	28092	1
species	28095	1
species	28099	1
species	28108	4
species	28110	1
species	28112	1
species	28114	1
species	28115	1
species	28116	1
species	28117	1
species	28118	1
species	28123	1
species	28124	1
species	28125	1
species	28126	1
species	28127	1
species	28128	1
species	28129	1
species	28130	1
species	28131	3
species	28132	1
species	28133	1
species	28134	1
species	28135	1
species	28136	1
species	28139	1
species	28141	1
species	28172	1
species	28173	1
species	28175	1
species	28176	1
species	28181	1
species	28182	3
species	28183	2
species	28184	2
species	28187	1
species	28188	1
species	28189	1
species	28197	1
species	28199	1
species	28223	1
species	28227	1
species	28229	2
species	28232	1
species	28234	1
species	28251	1
species	28252	1
species	28262	1
species	28264	2
species	28442	1
species	28447	1
species	28448	1
species	28450	1
species	28452	1
species	28885	2
species	28901	1
species	29288	1
species	29291	1
species	29292	1
species	29303	2
species	29311	1
species	29321	1
species	29322	1
species	29324	1
species	29329	1
species	29332	1
species	29341	1
species	29343	1
species	29347	1
species	29348	1
species	29350	1
species	29354	1
species	29355	1
species	29359	1
species	29360	1
species	29361	1
species	29362	2
species	29363	1
species	29364	1
species	29365	1
species	29371	1
species	29378	1
species	29379	1
species	29382	1
species	29385	2
species	29388	2
species	29394	1
species	29405	1
species	29419	1
species	29422	1
species	29423	1
species	29430	1
species	29432	1
species	29433	1
species	29448	2
species	29449	1
species	29450	1
species	29461	1
species	29466	2
species	29483	1
species	29486	1
species	29489	1
species	29498	1
species	29503	1
species	29507	3
species	29508	1
species	29510	1
species	29511	1
species	29518	1
species	29519	19
species	29520	1
species	29529	1
species	29530	1
species	29536	1
species	29539	1
species	29543	1
species	29546	3
species	29549	1
species	29552	1
species	29560	1
species	29563	1
species	29575	1
species	31899	1
species	31909	1
species	31962	1
species	31971	1
species	31973	1
species	31998	1
species	32002	1
species	32025	1
species	32046	2
species	32049	1
species	32051	1
species	32052	1
species	32054	1
species	32057	1
species	33002	1
species	33007	3
species	33010	1
species	33011	1
species	33012	1
species	33018	1
species	33029	1
species	33030	1
species	33031	1
species	33032	1
species	33033	1
species	33034	2
species	33035	1
species	33036	1
species	33038	1
species	33039	1
species	33043	1
species	33044	1
species	33045	1
species	33046	1
species	33047	3
species	33050	1
species	33052	1
species	33056	1
species	33059	1
species	33072	1
species	33074	1
species	33075	1
species	33871	1
species	33876	1
species	33889	1
species	33903	2
species	33905	1
species	33906	1
species	33910	1
species	33924	1
species	33935	1
species	33936	1
species	33940	1
species	33941	1
species	33942	1
species	33943	1
species	33945	1
species	33952	1
species	33954	2
species	33960	1
species	33964	1
species	33968	1
species	33970	1
species	33977	1
species	33984	1
species	33987	2
species	33989	1
species	33990	3
species	33992	1
species	33994	1
species	33996	1
species	33998	1
species	34003	1
species	34004	1
species	34007	1
species	34010	1
species	34011	1
species	34018	1
species	34020	1
species	34021	9
species	34029	1
species	34031	1
species	34038	1
species	34058	1
species	34062	2
species	34068	1
species	34073	1
species	34078	1
species	34085	1
species	34086	3
species	34090	1
species	34097	1
species	34103	1
species	34105	1
species	35517	1
species	35518	1
species	35519	1
species	35554	1
species	35620	1
species	35621	1
species	35623	1
species	35701	1
species	35703	1
species	35742	1
species	35751	1
species	35754	1
species	35755	1
species	35756	1
species	35758	1
species	35760	1
species	35762	1
species	35772	1
species	35786	1
species	35787	1
species	35789	1
species	35790	1
species	35791	1
species	35795	1
species	35797	1
species	35799	1
species	35801	1
species	35806	1
species	35814	1
species	35817	1
species	35818	1
species	35825	2
species	35830	1
species	35833	1
species	35837	1
species	35839	1
species	35841	1
species	36738	1
species	36745	1
species	36808	1
species	36809	1
species	36812	1
species	36814	2
species	36818	1
species	36820	1
species	36821	1
species	36823	1
species	36832	1
species	36834	1
species	36841	1
species	36844	1
species	36845	1
species	36849	1
species	36854	1
species	36861	2
species	36873	1
species	36874	1
species	36875	1
species	37326	1
species	37327	1
species	37328	1
species	37329	1
species	37330	1
species	37332	1
species	37333	1
species	37372	1
species	37482	1
species	37483	1
species	37487	1
species	37625	1
species	37636	1
species	37637	2
species	37658	1
species	37659	1
species	37692	1
species	37734	1
species	37915	1
species	37916	1
species	37923	1
species	37925	1
species	37926	1
species	37928	1
species	38026	1
species	38027	3
species	38284	1
species	38286	1
species	38288	1
species	38289	1
species	38293	1
species	38300	1
species	38301	1
species	38305	1
species	38312	1
species	38313	1
species	38323	7
species	38402	1
species	38986	1
species	39029	1
species	39122	1
species	39152	3
species	39441	1
species	39482	1
species	39483	2
species	39484	1
species	39485	1
species	39486	1
species	39487	1
species	39488	1
species	39490	1
species	39491	1
species	39492	1
species	39496	1
species	39497	1
species	39498	1
species	39645	1
species	39664	1
species	39669	1
species	39765	1
species	39766	1
species	39768	1
species	39774	1
species	39791	1
species	39841	1
species	39960	2
species	39962	1
species	40091	1
species	40137	1
species	40214	1
species	40215	1
species	40216	1
species	40269	1
species	40318	1
species	40324	2
species	40335	1
species	40519	1
species	40520	2
species	40542	1
species	40545	2
species	40567	1
species	40571	1
species	40576	1
species	40577	1
species	40754	1
species	40834	2
species	40835	1
species	40841	1
species	40988	1
species	40989	1
species	40990	1
species	41202	1
species	41431	1
species	41950	1
species	41976	1
species	41997	1
species	42234	1
species	42253	1
species	42256	1
species	42422	1
species	42443	1
species	42444	1
species	42471	1
species	42565	1
species	42684	1
species	42817	1
species	42838	1
species	42858	1
species	42862	1
species	42879	1
species	43064	1
species	43080	20
species	43263	2
species	43305	4
species	43306	1
species	43354	1
species	43357	1
species	43595	1
species	43655	1
species	43657	3
species	43658	1
species	43660	1
species	43661	1
species	43662	1
species	43663	1
species	43669	1
species	43670	1
species	43674	1
species	43675	1
species	43687	7
species	43765	1
species	43767	1
species	43768	1
species	43771	1
species	43928	1
species	43948	1
species	43989	1
species	43995	1
species	43997	1
species	44001	1
species	44008	1
species	44009	1
species	44012	1
species	44060	1
species	44250	1
species	44251	2
species	44252	1
species	44255	1
species	44256	1
species	44448	1
species	44449	1
species	44470	1
species	44574	3
species	44575	1
species	44577	3
species	44674	1
species	44676	1
species	44742	1
species	44749	1
species	44930	1
species	45056	1
species	45064	1
species	45065	1
species	45067	1
species	45068	1
species	45070	1
species	45073	1
species	45075	1
species	45076	1
species	45242	2
species	45243	2
species	45248	1
species	45254	1
species	45462	3
species	45497	1
species	45634	1
species	45658	1
species	45663	1
species	45851	2
species	46124	1
species	46125	1
species	46189	1
species	46206	2
species	46223	1
species	46228	1
species	46234	1
species	46256	1
species	46351	1
species	46354	1
species	46355	1
species	46356	1
species	46429	1
species	46469	1
species	46506	1
species	46541	1
species	46770	1
species	46914	1
species	47055	1
species	47157	1
species	47229	1
species	47246	1
species	47303	1
species	47466	1
species	47493	1
species	47500	7
species	47671	1
species	47715	2
species	47716	1
species	47735	3
species	47758	1
species	47760	1
species	47763	2
species	47770	1
species	47834	1
species	47839	1
species	47850	1
species	47853	1
species	47880	1
species	47885	1
species	47886	1
species	47917	1
species	48292	1
species	48296	2
species	48664	1
species	48665	1
species	48935	1
species	48936	1
species	49118	3
species	49185	1
species	49186	1
species	49278	1
species	49319	1
species	49338	3
species	49893	1
species	49896	1
species	50339	1
species	50340	1
species	50715	1
species	51101	1
species	51123	1
species	51160	1
species	51173	1
species	51195	1
species	51197	1
species	51229	2
species	51288	1
species	51367	1
species	51589	1
species	51663	1
species	51664	1
species	51669	1
species	52022	1
species	52023	1
species	52133	4
species	52226	1
species	52227	1
species	52441	1
species	52584	1
species	52603	1
species	52689	1
species	52764	1
species	52765	1
species	52766	1
species	52769	1
species	52773	1
species	52774	1
species	53245	1
species	53254	1
species	53329	1
species	53332	1
species	53342	1
species	53345	1
species	53346	1
species	53358	1
species	53363	1
species	53367	1
species	53368	1
species	53371	1
species	53399	1
species	53412	1
species	53418	1
species	53419	3
species	53422	1
species	53424	1
species	53427	1
species	53437	1
species	53441	1
species	53443	1
species	53444	2
species	53461	1
species	53462	1
species	53501	1
species	53635	1
species	53946	1
species	53952	1
species	53953	1
species	54005	1
species	54010	1
species	54076	1
species	54120	1
species	54248	1
species	54252	1
species	54254	1
species	54259	1
species	54261	1
species	54262	1
species	54265	1
species	54291	1
species	54294	1
species	54299	1
species	54308	1
species	54311	1
species	54398	1
species	54571	1
species	54911	1
species	54913	1
species	54915	1
species	55148	1
species	55197	1
species	55206	1
species	55211	1
species	55218	1
species	55505	1
species	55507	1
species	55508	1
species	55518	1
species	55565	1
species	55583	1
species	55601	1
species	55802	2
species	55969	1
species	56426	2
species	56438	1
species	56458	1
species	56636	1
species	56689	1
species	56698	1
species	56730	1
species	56731	1
species	56779	1
species	56804	2
species	56807	2
species	56812	1
species	56877	1
species	56946	1
species	56956	1
species	56957	1
species	57029	1
species	57040	1
species	57480	1
species	57487	1
species	57666	1
species	57705	1
species	57732	2
species	57911	1
species	58049	1
species	58116	1
species	58117	1
species	58123	1
species	58133	1
species	58135	1
species	58138	1
species	58180	2
species	58231	1
species	58290	1
species	58347	1
species	58352	1
species	59196	2
species	59505	3
species	59600	1
species	59610	1
species	59617	1
species	59748	1
species	59754	1
species	59803	1
species	59814	1
species	59839	1
species	59840	1
species	59843	1
species	59893	1
species	59930	1
species	59931	1
species	60133	1
species	60137	1
species	60217	1
species	60478	1
species	60519	1
species	60520	1
species	60547	1
species	60847	1
species	60890	1
species	60893	1
species	60894	1
species	60920	1
species	60961	1
species	61015	1
species	61171	1
species	61435	26
species	61592	1
species	61598	1
species	61624	1
species	61635	1
species	61646	1
species	61647	1
species	61648	1
species	61652	1
species	61858	1
species	62088	1
species	62101	1
species	62140	1
species	62319	1
species	62320	1
species	62322	2
species	63128	1
species	63186	1
species	63363	1
species	63560	1
species	63612	1
species	63656	1
species	63658	1
species	63745	1
species	63959	1
species	64002	1
species	64160	1
species	64178	1
species	64323	1
species	64471	1
species	64602	1
species	64642	1
species	64713	1
species	64897	1
species	64970	1
species	64971	1
species	64972	1
species	64973	1
species	64974	1
species	64976	1
species	64977	1
species	64988	1
species	65048	1
species	65093	1
species	65393	1
species	65403	1
species	65497	1
species	65552	1
species	65553	1
species	65555	1
species	65700	1
species	65741	1
species	65786	1
species	66219	1
species	66228	1
species	66377	1
species	66378	1
species	66429	1
species	66821	1
species	66849	1
species	66851	1
species	66869	1
species	66875	1
species	66877	1
species	66896	1
species	66969	1
species	67267	1
species	67275	1
species	67298	1
species	67344	1
species	67352	1
species	67356	1
species	67373	1
species	67576	1
species	67760	1
species	67780	1
species	67854	1
species	67855	1
species	68170	1
species	68213	1
species	68242	1
species	68280	1
species	68570	2
species	68892	1
species	68895	1
species	68909	1
species	68910	1
species	69042	1
species	69222	1
species	69223	1
species	69279	1
species	69370	1
species	69395	2
species	69499	2
species	69525	1
species	69710	1
species	69823	1
species	69896	1
species	69960	1
species	69966	1
species	69974	1
species	70255	1
species	70584	1
species	70771	1
species	70799	1
species	70863	1
species	70864	1
species	70993	1
species	70995	1
species	70996	1
species	70998	1
species	71188	1
species	71191	1
species	71235	1
species	71237	1
species	71433	1
species	71518	1
species	71657	1
species	71667	2
species	71999	1
species	72000	1
species	72174	1
species	73030	1
species	73044	1
species	73141	1
species	73780	1
species	73913	1
species	73919	1
species	74031	1
species	74109	1
species	74311	1
species	74313	1
species	74318	1
species	74319	1
species	74349	1
species	74426	3
species	74829	1
species	75294	1
species	75659	1
species	75684	1
species	75697	1
species	75906	1
species	75985	1
species	76113	1
species	76122	1
species	76123	1
species	76517	1
species	76594	1
species	76636	1
species	76728	1
species	76731	1
species	76832	8
species	76853	1
species	76862	1
species	76887	1
species	76891	1
species	76935	1
species	76936	1
species	76947	2
species	76980	1
species	77008	1
species	77022	5
species	77038	1
species	77095	3
species	77608	1
species	77635	1
species	77768	1
species	78057	1
species	78120	1
species	78258	1
species	78259	1
species	78342	1
species	78344	1
species	78527	1
species	78587	1
species	79209	1
species	79263	1
species	79264	1
species	79329	1
species	79601	1
species	79604	2
species	79681	1
species	79879	1
species	79880	2
species	79883	1
species	79884	1
species	79885	1
species	80679	1
species	80816	1
species	80849	1
species	80852	1
species	80854	1
species	80866	1
species	80867	1
species	80871	1
species	80876	1
species	80880	1
species	80882	1
species	81028	1
species	81029	1
species	81031	1
species	81032	1
species	81033	1
species	81406	1
species	81408	3
species	81412	1
species	81425	1
species	81462	1
species	81464	1
species	81467	1
species	81468	1
species	81475	1
species	81582	1
species	81857	1
species	81858	1
species	81942	1
species	81947	1
species	82076	1
species	82116	1
species	82135	5
species	82171	1
species	82203	1
species	82347	1
species	82374	1
species	82376	1
species	82380	1
species	82541	1
species	82654	1
species	82688	1
species	82801	1
species	82803	2
species	82806	1
species	82979	1
species	82981	1
species	82983	1
species	82985	2
species	82989	1
species	83171	1
species	83219	1
species	83231	1
species	83341	1
species	83401	1
species	83406	1
species	83455	1
species	83526	1
species	83541	1
species	83552	1
species	83554	37
species	83556	1
species	83557	1
species	83558	13
species	83559	1
species	83560	7
species	83561	1
species	83615	1
species	83617	1
species	83655	1
species	83683	1
species	83765	1
species	83767	1
species	83769	1
species	83771	3
species	83816	1
species	83868	1
species	83984	1
species	83986	2
species	84022	1
species	84023	1
species	84024	1
species	84026	1
species	84030	1
species	84031	1
species	84109	1
species	84110	1
species	84112	1
species	84135	1
species	84136	1
species	84156	1
species	84159	1
species	84163	1
species	84205	1
species	84292	1
species	84378	1
species	84379	1
species	84405	1
species	84521	1
species	84531	1
species	84588	1
species	84590	1
species	84595	1
species	84599	1
species	84647	1
species	84725	1
species	84757	1
species	84980	1
species	85044	1
species	85085	1
species	85558	1
species	85683	1
species	85698	1
species	85701	2
species	85874	2
species	85991	11
species	86102	2
species	86103	1
species	86104	1
species	86105	1
species	86106	1
species	86170	1
species	86182	1
species	86187	1
species	86304	1
species	86664	2
species	86666	1
species	86668	1
species	86959	1
species	87172	1
species	87650	1
species	88058	2
species	88132	1
species	88189	1
species	88190	1
species	88233	1
species	88274	1
species	88382	1
species	88431	1
species	88724	1
species	88916	1
species	89050	1
species	89051	1
species	89053	1
species	89059	1
species	89093	1
species	89152	1
species	89153	1
species	89154	1
species	89184	1
species	89524	1
species	89784	2
species	90240	1
species	90244	1
species	90245	2
species	90270	1
species	90728	1
species	90730	1
species	90732	1
species	90813	1
species	90814	1
species	91359	2
species	91360	1
species	91464	1
species	91604	1
species	91623	1
species	91844	3
species	91915	1
species	92003	1
species	92181	1
species	92245	1
species	92490	1
species	92835	1
species	92938	2
species	92945	1
species	93220	1
species	93369	1
species	93466	1
species	93683	1
species	93929	1
species	93930	1
species	94009	1
species	94132	1
species	94136	1
species	94254	1
species	94255	1
species	94624	1
species	94694	1
species	95149	1
species	95606	1
species	95607	1
species	95617	1
species	95618	1
species	95641	1
species	96228	1
species	96230	1
species	96345	1
species	96468	1
species	96565	1
species	96765	1
species	97084	1
species	97138	1
species	97253	1
species	97393	1
species	97477	1
species	97478	1
species	98228	1
species	98668	1
species	99007	1
species	99286	1
species	99480	1
species	99481	1
species	99598	1
species	100053	1
species	100134	1
species	100225	1
species	100379	1
species	100468	1
species	100480	1
species	100716	1
species	100886	1
species	100901	1
species	101192	1
species	101385	1
species	101489	1
species	101534	1
species	101571	1
species	101689	1
species	102109	1
species	102116	1
species	102125	1
species	102127	1
species	102129	1
species	102134	1
species	102148	2
species	102232	1
species	102235	1
species	102886	1
species	103232	1
species	103441	1
species	103618	1
species	103621	1
species	103690	1
species	103730	1
species	103731	1
species	103733	1
species	103810	1
species	103816	1
species	103855	1
species	104101	1
species	104176	1
species	104268	1
species	104270	1
species	104336	1
species	104623	1
species	104628	1
species	104663	1
species	104955	1
species	105219	2
species	105425	1
species	105483	1
species	105560	1
species	105612	1
species	105841	1
species	105972	1
species	106370	1
species	106588	1
species	106592	1
species	106634	1
species	106648	1
species	107401	1
species	107709	1
species	108007	1
species	108010	1
species	108150	1
species	108328	1
species	108486	2
species	108819	1
species	108980	1
species	108981	1
species	109265	1
species	109327	1
species	109790	13
species	110164	1
species	110319	1
species	110321	1
species	110500	1
species	110505	1
species	110539	1
species	110663	1
species	110935	1
species	111501	1
species	111504	1
species	111564	1
species	111611	1
species	111781	1
species	111804	1
species	111955	1
species	112009	1
species	112248	1
species	112903	1
species	113287	1
species	113395	1
species	113565	1
species	113571	1
species	113653	1
species	114090	1
species	114259	1
species	114616	1
species	114628	1
species	114652	1
species	115544	1
species	115547	1
species	115781	1
species	116089	2
species	116090	1
species	116598	1
species	117207	1
species	118000	1
species	118126	1
species	118161	1
species	118173	1
species	118322	1
species	118323	1
species	118562	4
species	118748	1
species	119219	1
species	119224	1
species	119394	1
species	119434	1
species	119484	1
species	119532	1
species	119644	1
species	119864	1
species	119978	1
species	120962	1
species	121039	2
species	121163	1
species	121277	1
species	121292	1
species	121428	1
species	121719	1
species	121821	1
species	122960	1
species	123783	1
species	123841	1
species	123899	1
species	124225	1
species	124252	1
species	124285	1
species	125614	1
species	125627	1
species	126156	1
species	126333	2
species	126738	1
species	127886	1
species	127891	1
species	128780	1
species	128785	1
species	129052	1
species	129338	2
species	129910	1
species	129958	1
species	130048	1
species	130049	1
species	131081	1
species	131110	1
species	131111	1
species	131112	1
species	131540	1
species	131568	1
species	132144	1
species	132249	1
species	132919	1
species	133190	1
species	133453	1
species	133539	1
species	133552	1
species	133720	1
species	133724	1
species	133924	1
species	133926	3
species	134034	1
species	134287	1
species	134533	1
species	134534	1
species	134676	1
species	134962	1
species	135080	1
species	135083	1
species	135193	1
species	135487	1
species	135569	1
species	135577	2
species	135735	2
species	136094	1
species	136100	1
species	136160	1
species	136273	1
species	136492	1
species	136609	1
species	136857	1
species	136992	1
species	136993	1
species	137357	1
species	137591	1
species	137716	1
species	137730	1
species	137732	1
species	137838	1
species	138072	1
species	138073	1
species	138074	1
species	138336	1
species	138563	2
species	138595	1
species	138647	1
species	139208	1
species	139808	1
species	140626	1
species	141693	1
species	142588	1
species	142864	1
species	142877	1
species	143224	1
species	143361	1
species	143393	1
species	144185	1
species	145261	1
species	145262	1
species	145263	1
species	145458	1
species	146020	1
species	146474	1
species	146475	1
species	146476	1
species	146536	1
species	146786	1
species	146817	1
species	146826	1
species	146827	1
species	146919	1
species	146922	1
species	146923	1
species	146938	1
species	146939	1
species	147206	1
species	147207	1
species	147266	1
species	147268	1
species	147645	1
species	147709	1
species	147802	1
species	148447	1
species	148453	1
species	148454	1
species	148604	2
species	148813	1
species	148814	1
species	149016	1
species	149715	1
species	150060	1
species	150829	1
species	151081	3
species	151276	1
species	151414	1
species	151755	1
species	151781	1
species	151895	1
species	152260	1
species	152331	1
species	152335	1
species	152475	1
species	152573	1
species	152682	1
species	152794	1
species	153026	1
species	153151	1
species	153233	1
species	153491	1
species	153493	1
species	153496	1
species	153721	1
species	153948	1
species	154046	2
species	154288	3
species	154347	1
species	154621	1
species	154981	1
species	155077	1
species	155194	2
species	155618	1
species	155680	1
species	155863	1
species	155865	2
species	155892	2
species	155975	1
species	155978	1
species	156205	1
species	156456	1
species	156586	1
species	156892	1
species	156974	1
species	156976	1
species	156978	1
species	156994	1
species	157076	1
species	157228	1
species	157268	1
species	157592	1
species	157673	1
species	157687	1
species	157691	1
species	157692	2
species	157733	1
species	157783	1
species	157784	1
species	157838	1
species	158080	1
species	158327	1
species	158500	1
species	158787	1
species	158822	1
species	158847	1
species	158849	1
species	158877	1
species	159290	1
species	159291	1
species	159292	1
species	159346	1
species	159449	1
species	159450	1
species	159728	1
species	159896	1
species	160233	1
species	160386	1
species	160404	1
species	160453	1
species	160454	1
species	160660	1
species	160661	1
species	160699	1
species	160791	2
species	160808	2
species	161156	1
species	161355	1
species	161360	1
species	161398	1
species	161493	1
species	161536	1
species	161879	1
species	161889	1
species	161890	1
species	161896	1
species	161899	1
species	162160	1
species	162426	1
species	163003	1
species	163164	1
species	163359	1
species	163665	1
species	163869	1
species	163908	1
species	164330	1
species	164393	2
species	164451	5
species	164452	1
species	164514	1
species	164546	1
species	164759	1
species	165096	1
species	165179	1
species	165694	1
species	166318	1
species	166485	1
species	166486	1
species	166501	1
species	166935	1
species	166939	1
species	166954	1
species	167481	1
species	167642	1
species	167964	1
species	168169	1
species	168275	1
species	168384	1
species	168471	1
species	168695	1
species	168697	1
species	168933	1
species	168935	1
species	169050	1
species	169176	1
species	169177	1
species	169292	2
species	169435	1
species	169438	1
species	169679	1
species	169760	1
species	170573	1
species	170674	1
species	170861	1
species	171121	1
species	171164	1
species	171437	1
species	171523	3
species	171674	1
species	171693	1
species	171695	1
species	172043	1
species	172049	2
species	172713	1
species	173362	1
species	173365	1
species	173366	1
species	173480	1
species	173559	1
species	173990	1
species	174145	1
species	174633	1
species	174709	1
species	175628	1
species	175696	1
species	176290	1
species	176291	1
species	176292	1
species	177400	2
species	177413	1
species	177758	2
species	177972	1
species	178214	1
species	178339	1
species	178606	6
species	178774	1
species	178901	1
species	179628	1
species	179636	1
species	179838	1
species	179878	1
species	180164	1
species	180195	1
species	180197	1
species	180281	1
species	180295	1
species	180311	1
species	180332	1
species	180542	1
species	181070	1
species	181073	1
species	181486	1
species	181487	1
species	181663	1
species	181675	1
species	182141	1
species	182210	1
species	182262	1
species	182337	1
species	182403	1
species	182640	1
species	182710	1
species	183556	1
species	183762	1
species	183763	1
species	183916	1
species	184064	1
species	184072	1
species	184117	1
species	184607	1
species	184870	3
species	184882	1
species	184914	1
species	184917	2
species	185007	1
species	185008	2
species	185293	1
species	185294	1
species	185300	1
species	186116	1
species	186189	1
species	186192	1
species	186479	1
species	186490	3
species	186739	2
species	186931	1
species	187101	1
species	187137	1
species	187145	1
species	187304	1
species	187326	1
species	187327	1
species	187328	1
species	187400	1
species	187452	1
species	187493	1
species	187878	1
species	188908	1
species	188913	1
species	189381	1
species	189426	1
species	189722	1
species	189723	1
species	189918	1
species	190146	1
species	190892	1
species	190893	1
species	190977	1
species	191026	1
species	191027	1
species	191292	1
species	191389	1
species	191495	2
species	191579	1
species	191610	1
species	191768	1
species	191770	1
species	191863	1
species	191960	1
species	192073	1
species	192843	1
species	192903	1
species	192904	1
species	193461	1
species	193462	1
species	194326	2
species	194702	1
species	194963	1
species	195105	1
species	195248	1
species	195250	1
species	195253	1
species	195498	1
species	195522	1
species	195907	1
species	196015	1
species	196162	1
species	196588	1
species	196914	1
species	197162	1
species	197183	1
species	197222	1
species	197345	1
species	197461	2
species	197479	1
species	198252	9
species	198467	1
species	198620	1
species	199592	1
species	199596	1
species	200126	1
species	200415	1
species	201973	1
species	202604	1
species	202611	1
species	202747	1
species	202772	1
species	202789	1
species	202951	1
species	202952	1
species	202954	1
species	202956	1
species	203471	1
species	203523	1
species	203699	1
species	203907	1
species	204038	1
species	204470	1
species	204525	1
species	204773	1
species	204799	1
species	205844	1
species	206041	1
species	206403	1
species	206506	1
species	206665	1
species	207920	1
species	207949	1
species	207954	1
species	208085	1
species	208216	1
species	208226	1
species	208434	1
species	208439	1
species	208479	1
species	209249	1
species	209274	1
species	209639	1
species	209649	1
species	209650	1
species	209880	1
species	209897	1
species	210408	1
species	210512	1
species	210993	1
species	211114	1
species	211502	1
species	211589	2
species	211668	1
species	211669	1
species	212354	1
species	212663	1
species	212767	1
