G000006155	2	1239	91061	1385	186817	1386	1392
G000011445	2	544448	31969	2085	2092	2093	2102
G000013685	2	1224	28211	356	41294	1073	1076
G000013845	2	1239	186801	186802	31979	1485	1502
G000014165	2	201174	1760	85007	1762	1763	164756
G000014305	2	1239	91061	186826	1300	1301	1307
G000014325	2	1239	91061	186826	1300	1301	1307
G000015425	2	1224	1236	72274	468	469	470
G000016005	2	201174	1760	85007	1762	1763	164757
G000016205	2	1224	28216	80840	119060	32008	60552
G000017485	2	1224	29547	213849	72294	194	197
G000069205	2	1224	1236	72274	468	469	470
G000143435	2	1239	91061	186826	33958	1578	1624
G000146265	2	1224	1236	135625	712	416916	714
G000147035	2	976	117743	200644	0	336809	336810
G000152525	2	1224	1236	72274	135621	286	287
G000152665	2	1239	186801	186802	186804	1870884	1496
G000154025	2	1224	1236	135623	641	662	680
G000155065	2	1239	186801	186802	186804	1870884	1496
G000155835	2	1224	1236	91347	1903414	583	102862
G000156255	2	1224	28211	204455	31989	97050	439497
G000159195	2	1239	91061	186826	33958	1578	1581
G000159815	2	1224	1236	135614	32033	338	56459
G000160995	2	1239	91061	1385	186817	1386	1396
G000161075	2	1239	91061	1385	186817	1386	1396
G000161475	2	1239	91061	1385	186817	1386	1428
G000161535	2	1239	91061	1385	186817	1386	1428
G000161815	2	1224	28211	204455	31989	97050	644076
G000162535	2	976	200643	171549	2005525	375288	469591
G000163855	2	1239	186801	186802	31979	1485	217159
G000167215	2	1239	91061	1385	186817	1386	1396
G000167435	2	1239	91061	186826	1300	1301	1314
G000167695	2	1239	91061	1385	186817	1386	1428
G000167715	2	1239	91061	186826	1300	1301	1311
G000167775	2	1239	91061	186826	1300	1301	1311
G000167795	2	1239	91061	186826	1300	1301	1311
G000168235	2	1224	1236	91347	1903411	629	632
G000168475	2	1239	91061	1385	186820	1637	1639
G000169315	2	1239	91061	1385	186817	1386	388400
G000170015	2	1239	91061	186826	1300	1301	1313
G000170095	2	1239	91061	186826	1300	1301	1313
G000170115	2	1239	91061	186826	1300	1301	1313
G000170815	2	976	0	0	0	0	50743
G000171035	2	1239	91061	1385	186817	1386	1396
G000171595	2	1239	91061	186826	1300	1301	1313
G000173575	2	1224	28216	80840	119060	32008	516466
G000175275	2	1224	28216	206351	481	482	484
G000175915	2	1224	28211	204441	0	212791	225324
G000176455	2	1224	1236	135623	641	662	666
G000177295	2	1239	91061	1385	186817	1386	1396
G000180115	2	1239	186801	186802	31979	1485	1493
G000180255	2	1224	1236	91347	543	590	28901
G000180395	2	1239	91061	1385	90964	1279	1280
G000181595	2	1239	91061	1385	186817	1386	1396
G000181635	2	1239	91061	1385	186817	1386	1396
G000181655	2	1239	91061	1385	186817	1386	1396
G000182945	2	32066	203490	203491	203492	848	851
G000183225	2	1224	1236	91347	1903409	32199	9
G000183245	2	1224	1236	91347	1903409	32199	9
G000183305	2	1224	1236	91347	1903409	32199	9
G000183865	2	1239	91061	1385	186820	1637	529731
G000184085	2	1224	29547	213849	72294	194	197
G000184805	2	1224	29547	213849	72294	194	197
G000184825	2	1224	29547	213849	72294	194	197
G000185745	2	1224	28216	80840	506	29574	29575
G000186685	2	201174	1760	2037	2049	1654	710238
G000186985	2	544448	31969	2085	2092	2093	29501
G000189435	2	1239	91061	1385	90964	1279	1280
G000189715	2	1224	1236	72274	468	469	470
G000189735	2	1224	1236	72274	468	469	470
G000190515	2	1239	91061	1385	186817	1386	1428
G000191565	2	976	117743	200644	49546	34084	34085
G000192295	2	1239	186801	68295	186814	1754	1757
G000192415	2	201174	1760	85009	85015	0	408672
G000193675	2	1239	186801	186802	186804	1870884	1496
G000193895	2	1224	1236	91347	543	620	622
G000193935	2	1224	1236	91347	543	620	623
G000195005	2	1224	1236	135625	712	724	197575
G000195065	2	1224	1236	135623	641	662	666
G000197855	2	1224	28216	80840	119060	48736	305
G000205205	2	1239	91061	186826	81852	1350	1351
G000205985	2	1224	1236	0	0	655184	655186
G000209835	2	1239	186801	186802	541000	1263	657323
G000209895	2	1239	186801	186802	0	0	245014
G000209915	2	1239	186801	186802	541000	0	39492
G000209935	2	1239	186801	186802	186803	0	39491
G000209955	2	1239	186801	186802	186803	0	39491
G000209975	2	1239	909932	909929	1843491	158846	158847
G000210635	2	1239	186801	186802	541000	0	39492
G000211255	2	1239	91061	186826	81852	1350	1351
G000213395	2	1224	1236	0	0	0	913327
G000213455	2	1224	1236	91347	543	620	623
G000213615	2	1224	1236	72274	468	497	1002339
G000214515	2	201174	1760	85009	31957	1743	936047
G000214535	2	201174	1760	85009	31957	1743	936048
G000214705	2	1239	186801	186802	186807	2282741	58135
G000214965	2	1224	1236	72274	468	469	470
G000218705	2	1117	0	1890424	1213	1218	1219
G000219315	2	1224	1236	135625	712	745	747
G000219475	2	1239	91061	186826	33958	1578	33959
G000219855	2	1239	186801	186802	539000	28033	53633
G000221085	2	201174	1760	85009	31957	1743	1005703
G000221325	2	1239	91061	186826	1300	1301	1311
G000222065	2	1224	1236	135625	712	724	726
G000222085	2	1224	1236	135625	712	724	726
G000232145	2	1239	91061	186826	1300	1301	1313
G000232245	2	1239	91061	186826	1300	1301	1313
G000232285	2	1239	91061	186826	1300	1301	1313
G000232565	2	1239	91061	186826	1300	1301	1313
G000232685	2	1239	91061	186826	1300	1301	1313
G000232925	2	1239	91061	186826	1300	1301	1313
G000233555	2	201174	1760	85009	31957	1743	450748
G000233635	2	1224	1236	135614	32033	338	56459
G000234195	2	1224	28216	80840	119060	1822464	198822
G000234645	2	1224	29547	213849	72293	209	210
G000237625	2	1224	1236	135623	641	662	666
G000237745	2	1224	1236	135623	641	662	666
G000238695	2	976	200643	171549	2005525	195950	665949
G000241025	2	1224	1236	135625	712	416916	714
G000241665	2	1224	1236	72274	468	469	470
G000244635	2	203691	203692	1643688	170	171	173
G000248255	2	1224	1236	72274	468	469	470
G000249635	2	1224	1236	91347	543	561	562
G000250055	2	1224	1236	91347	543	561	562
G000250945	2	1239	91061	186826	81852	1350	1352
G000251165	2	1224	29547	213849	72294	194	197
G000251465	2	1239	91061	186826	1300	1301	1313
G000255595	2	201174	1760	85006	85023	33882	36807
G000256585	2	1224	28216	80840	119060	32008	406819
G000257945	2	1239	91061	1385	90964	1279	1282
G000258285	2	1224	1236	72274	135621	286	287
G000268025	2	1224	1236	91347	543	620	623
G000268165	2	1224	1236	91347	543	620	623
G000270345	2	201174	1760	85007	1762	1763	1773
G000270485	2	1239	186801	186802	186804	1870884	1496
G000272795	2	1224	1236	91347	543	590	28901
G000275925	2	1224	1236	72274	135621	286	294
G000276485	2	1239	91061	1385	90964	1279	1282
G000276525	2	1239	91061	1385	90964	1279	1282
G000277065	2	1224	1236	118969	444	445	446
G000277085	2	201174	1760	85007	1762	1763	1773
G000277105	2	201174	1760	85007	1762	1763	1773
G000278845	2	1239	91061	186826	1300	1301	1313
G000278905	2	1239	91061	186826	1300	1301	1313
G000278925	2	1239	91061	186826	1300	1301	1313
G000279065	2	1239	91061	186826	1300	1301	1313
G000279105	2	1239	91061	186826	1300	1301	1313
G000280655	2	201174	1760	85007	1762	670516	36809
G000281735	2	1224	28211	356	82115	379	1144306
G000281995	2	1224	28216	80840	119060	32008	1144309
G000282795	2	1224	1236	72274	468	469	470
G000285355	2	1224	1236	72274	135621	286	294
G000285815	2	1224	28216	80840	119060	48736	305
G000285855	2	1239	186801	186802	541000	1263	1095771
G000285955	2	1224	1236	72274	135621	286	294
G000286355	2	201174	1760	85006	1268	57493	592377
G000287375	2	1224	28211	356	82115	28105	382
G000287435	2	1224	28211	356	82115	28105	382
G000287455	2	1224	28211	356	82115	28105	382
G000287535	2	1224	28211	356	82115	28105	382
G000289135	2	1239	91061	186826	1300	1301	1311
G000291565	2	1239	91061	186826	81852	1350	1351
G000291805	2	1117	0	1890424	1213	1218	613198
G000291885	2	1117	0	1890424	1213	1218	1203261
G000292565	2	1239	91061	1385	186817	1386	1392
G000292775	2	1224	1236	72274	135621	286	303
G000296235	2	1224	28211	356	772	773	111504
G000296305	2	1224	1236	91347	543	620	623
G000297715	2	201174	1760	85011	2062	1883	889487
G000300755	2	1224	28216	80840	119060	32008	337
G000304595	2	1224	28211	356	41294	374	136996
G000305335	2	1239	91061	186826	1300	1301	1304
