,Taxonomic_rank,Taxon,Reference_genome_in_phylum,Distance_to_closest,Precision,Recall,F1,Method
1364,kingdom,74201,55,0.233995,0.9880952322137189,0.024907347663824724,0.04858938963362086,Kraken-II
1365,class,203682,63,0.282127,0.19126983975182668,0.0036710943206691602,0.007203552276052368,Kraken-II
1366,family,203682,63,0.282127,0.05203816086697172,0.0009149967973716721,0.0017980329207768094,Kraken-II
1367,genus,203682,63,0.282127,0.0,0.0,0.0,Kraken-II
1368,order,203682,63,0.282127,0.050209204600759796,0.0009155832263755747,0.001798020779807363,Kraken-II
1369,phylum,203682,63,0.282127,0.1963882603733013,0.003978719187185975,0.007799037009133654,Kraken-II
1370,species,203682,63,0.282127,0.0,0.0,0.0,Kraken-II
1371,kingdom,203682,63,0.282127,0.9993670822824868,0.0236852368488157,0.04627332196707107,Kraken-II
1372,class,1224,2975,0.1105,0.9707486600517697,0.30443075334850656,0.4635009399954128,Kraken-II
1373,family,1224,2975,0.1105,0.7979875759546242,0.24778422491746088,0.3781452934766938,Kraken-II
1374,genus,1224,2975,0.1105,0.45031905171841974,0.14885847983748254,0.2237490132900291,Kraken-II
1375,order,1224,2975,0.1105,0.860372807687096,0.2680315551796845,0.40872762571511007,Kraken-II
1376,phylum,1224,2975,0.1105,0.9745339222686268,0.3066664650185726,0.4665227131284749,Kraken-II
1377,species,1224,2975,0.1105,0.4578063669549682,0.1480580384428945,0.22374905450415866,Kraken-II
1378,kingdom,1224,2975,0.1105,0.9994774342045238,0.3156355016329159,0.4797582837608109,Kraken-II
1379,class,1224,2975,0.0419392,0.9943155751252936,0.7509867131525132,0.8556838688582449,Kraken-II
1380,family,1224,2975,0.0419392,0.9651174491324415,0.7384113098317658,0.8366744061505115,Kraken-II
1381,genus,1224,2975,0.0419392,0.9598318918290164,0.7344578610160241,0.8321503642126516,Kraken-II
1382,order,1224,2975,0.0419392,0.9899032307681734,0.7483298569045177,0.8523251417290304,Kraken-II
1383,phylum,1224,2975,0.0419392,0.9972310754985595,0.7524801586170514,0.8577327442085865,Kraken-II
1384,species,1224,2975,0.0419392,0.8572757143742584,0.6941148908662648,0.7671104895990853,Kraken-II
1385,kingdom,1224,2975,0.0419392,0.9999204437240358,0.7541664790432223,0.8598230469237884,Kraken-II
1386,class,32066,36,0.00468765,0.9985004181467537,0.9501892686189104,0.9737409909571472,Kraken-II
1387,family,32066,36,0.00468765,0.9976002145601287,0.9499661729008545,0.9731956743901962,Kraken-II
1388,genus,32066,36,0.00468765,0.9975051710856444,0.9498413747087099,0.9730849597412047,Kraken-II
1389,order,32066,36,0.00468765,0.9985004181467537,0.9501892686189104,0.9737409909571472,Kraken-II
1390,phylum,32066,36,0.00468765,0.9984216173687698,0.9502606395135336,0.9737409909380953,Kraken-II
1391,species,32066,36,0.00468765,0.9931627455314873,0.9451959657972709,0.9685808638677401,Kraken-II
1392,kingdom,32066,36,0.00468765,0.9999684560911033,0.9510537762017469,0.9748929418048955,Kraken-II
1393,class,544448,66,0.236311,0.24924012082297833,0.013560443192730205,0.025720476742838956,Kraken-II
1394,family,544448,66,0.236311,0.17471264310439197,0.008804011450377477,0.016762383798128323,Kraken-II
1395,genus,544448,66,0.236311,0.18107556099021252,0.008788449464963747,0.01676241433240407,Kraken-II
1396,order,544448,66,0.236311,0.16862123559866485,0.008820067309577719,0.01676235252635391,Kraken-II
1397,phylum,544448,66,0.236311,0.2362700222074656,0.013704994190525137,0.02590618692596639,Kraken-II
1398,species,544448,66,0.236311,0.0,0.0,0.0,Kraken-II
1399,kingdom,544448,66,0.236311,0.9925335963351577,0.06339214750224254,0.11917171382257556,Kraken-II
1400,class,1224,2975,0.0112986,0.9984471529473289,0.8982035027340698,0.9456712537224649,Kraken-II
1401,family,1224,2975,0.0112986,0.9915825759339353,0.8955625414280329,0.9411247687794834,Kraken-II
1402,genus,1224,2975,0.0112986,0.0037936649146771747,0.030874316897712684,0.006755111264152621,Kraken-II
1403,order,1224,2975,0.0112986,0.9956049463576863,0.8971899281824604,0.9438339285107425,Kraken-II
1404,phylum,1224,2975,0.0112986,0.9992655280686288,0.8985335393334833,0.9462212053803025,Kraken-II
1405,species,1224,2975,0.0112986,0.0,0.0,0.0,Kraken-II
1406,kingdom,1224,2975,0.0112986,0.9999833136993186,0.8989439893050514,0.9467705835607373,Kraken-II
1407,class,1224,2975,0.193927,0.1000452688997498,0.0034168741008029076,0.006607422602808018,Kraken-II
1408,family,1224,2975,0.193927,0.0,0.0,0.0,Kraken-II
1409,genus,1224,2975,0.193927,0.0,0.0,0.0,Kraken-II
1410,order,1224,2975,0.193927,0.0,0.0,0.0,Kraken-II
1411,phylum,1224,2975,0.193927,0.5623164055295157,0.020419358768069704,0.039407031776605345,Kraken-II
1412,species,1224,2975,0.193927,0.0,0.0,0.0,Kraken-II
1413,kingdom,1224,2975,0.193927,0.9878542473763184,0.04027973706511995,0.07740260108528889,Kraken-II
1414,class,1224,2975,0.255652,0.6330935230109848,0.028172449535311228,0.05394357596112622,Kraken-II
1415,family,1224,2975,0.255652,0.0,0.0,0.0,Kraken-II
1416,genus,1224,2975,0.255652,0.0,0.0,0.0,Kraken-II
1417,order,1224,2975,0.255652,0.1575235103545317,0.006230915881669805,0.01198692249547243,Kraken-II
1418,phylum,1224,2975,0.255652,0.8385367365545987,0.04019348499127904,0.07670916366170624,Kraken-II
1419,species,1224,2975,0.255652,0.0,0.0,0.0,Kraken-II
1420,kingdom,1224,2975,0.255652,0.996171964086655,0.050754643374627983,0.09658722871411422,Kraken-II
1421,class,1224,2975,0.172298,0.6491908510777172,0.07579164323343457,0.13573448487088774,Kraken-II
1422,family,1224,2975,0.172298,0.221547799360322,0.023725563478277204,0.042859379587474995,Kraken-II
1423,genus,1224,2975,0.172298,0.2266728765305498,0.02366825535394283,0.042859414959730203,Kraken-II
1424,order,1224,2975,0.172298,0.261286514810731,0.028722023997936743,0.05175308847192067,Kraken-II
1425,phylum,1224,2975,0.172298,0.9280246902123153,0.11374916770871175,0.20265630979432608,Kraken-II
1426,species,1224,2975,0.172298,0.0,0.0,0.0,Kraken-II
1427,kingdom,1224,2975,0.172298,0.9984606264079804,0.12650403574781646,0.22455492203505267,Kraken-II
1428,class,1224,2975,0.0241238,0.9989531617683707,0.9456464616228515,0.9715641755447293,Kraken-II
1429,family,1224,2975,0.0241238,0.9936830714284399,0.9423570241523529,0.9673347030423446,Kraken-II
1430,genus,1224,2975,0.0241238,0.9753771428840784,0.9310826576806861,0.9527103363173898,Kraken-II
1431,order,1224,2975,0.0241238,0.9982064913898568,0.9449770110068549,0.9708576993879341,Kraken-II
1432,phylum,1224,2975,0.0241238,0.9993190166921133,0.947121157398667,0.972515193348884,Kraken-II
1433,species,1224,2975,0.0241238,0.9571743141483153,0.9233857110175586,0.9399714690864838,Kraken-II
1434,kingdom,1224,2975,0.0241238,0.9999999998418647,0.9485502571064319,0.9735908895545144,Kraken-II
1435,class,1224,2975,0.118646,0.9482517479865029,0.5230109384076691,0.6741728316544896,Kraken-II
1436,family,1224,2975,0.118646,0.8530614593476581,0.4811175179921843,0.6152393985962209,Kraken-II
1437,genus,1224,2975,0.118646,0.42527465575663764,0.27797036847881423,0.33619028287466635,Kraken-II
1438,order,1224,2975,0.118646,0.9371526893635855,0.515572867282923,0.6651871318582384,Kraken-II
1439,phylum,1224,2975,0.118646,0.9878714702445266,0.5436164589590613,0.7013044945353271,Kraken-II
1440,species,1224,2975,0.118646,0.0,0.0,0.0,Kraken-II
1441,kingdom,1224,2975,0.118646,0.999863678226767,0.5501335092631283,0.7097496302303006,Kraken-II
1442,class,1224,2975,0.00398442,0.9991754564549028,0.9641366678229596,0.9813383990782922,Kraken-II
1443,family,1224,2975,0.00398442,0.9992063737513295,0.9638975620025373,0.9812294335595396,Kraken-II
1444,genus,1224,2975,0.00398442,0.9986757647849012,0.9627677148534487,0.9803880580626956,Kraken-II
1445,order,1224,2975,0.00398442,0.9992063984502666,0.963927584819874,0.9812450014902377,Kraken-II
1446,phylum,1224,2975,0.00398442,0.9999222490203517,0.9646125227318993,0.9819450663910996,Kraken-II
1447,species,1224,2975,0.00398442,0.9516864173445452,0.9006776256586965,0.9254747074255091,Kraken-II
1448,kingdom,1224,2975,0.00398442,0.9999999998445225,0.964765176029405,0.9820616503364364,Kraken-II
1449,class,976,834,0.0102161,0.9988913692349095,0.987686578222109,0.9932523750163048,Kraken-II
1450,family,976,834,0.0102161,0.9989216935485508,0.9876419002661357,0.993244773518708,Kraken-II
1451,genus,976,834,0.0102161,0.9958700608710056,0.973267669547242,0.9844341471626662,Kraken-II
1452,order,976,834,0.0102161,0.9989216935485508,0.9876419002661357,0.993244773518708,Kraken-II
1453,phylum,976,834,0.0102161,0.9989976915017923,0.9877028871957323,0.9933131828845193,Kraken-II
1454,species,976,834,0.0102161,0.995931450962284,0.9732090416136003,0.9844341471696787,Kraken-II
1455,kingdom,976,834,0.0102161,0.9999999998481374,0.9877300612015344,0.9938221605595066,Kraken-II
1456,class,200795,147,0.316458,0.09881847422761292,0.002831248364672291,0.005504237792944204,Kraken-II
1457,family,200795,147,0.316458,0.04065998797489695,0.0010609019202231118,0.002067353915875208,Kraken-II
1458,genus,200795,147,0.316458,0.0,0.0,0.0,Kraken-II
1459,order,200795,147,0.316458,0.08286038545482188,0.002244392860640975,0.004369893483256033,Kraken-II
1460,phylum,200795,147,0.316458,0.1591248127343371,0.004924895345215942,0.009553510227675033,Kraken-II
1461,species,200795,147,0.316458,0.0,0.0,0.0,Kraken-II
1462,kingdom,200795,147,0.316458,0.998240206782929,0.03403687202285573,0.06582853716554568,Kraken-II
1463,class,201174,1097,0.00322406,0.9981925757501333,0.8795090216674164,0.9350950134632989,Kraken-II
1464,family,201174,1097,0.00322406,0.002782377139651029,0.019764762920134883,0.004875886249218736,Kraken-II
1465,genus,201174,1097,0.00322406,0.0,0.0,0.0,Kraken-II
1466,order,201174,1097,0.00322406,0.003993310351207667,0.02818258457403037,0.006993237687793058,Kraken-II
1467,phylum,201174,1097,0.00322406,0.9979713602117334,0.8796808317485603,0.9350950133322642,Kraken-II
1468,species,201174,1097,0.00322406,0.0,0.0,0.0,Kraken-II
1469,kingdom,201174,1097,0.00322406,0.9999999998296103,0.8803305982149593,0.9363522746681594,Kraken-II
1470,class,976,834,0.253496,0.5407391386627639,0.0387654550465177,0.072343299027392,Kraken-II
1471,family,976,834,0.253496,0.3437794525358637,0.022838984373870733,0.04283123049976354,Kraken-II
1472,genus,976,834,0.253496,0.3068378170653226,0.01946475829257195,0.03660615247601992,Kraken-II
1473,order,976,834,0.253496,0.558232930481408,0.03867855982829957,0.07234333543109495,Kraken-II
1474,phylum,976,834,0.253496,0.6277845268777147,0.04781810608711871,0.0888659141092548,Kraken-II
1475,species,976,834,0.253496,0.0,0.0,0.0,Kraken-II
1476,kingdom,976,834,0.253496,0.9972436585864689,0.08142291302865286,0.15055204834917604,Kraken-II
1477,class,1224,2975,0.277311,0.16927453649164625,0.0036336432611744234,0.007114153985318724,Kraken-II
1478,family,1224,2975,0.277311,0.1826554091891373,0.0036279381720636657,0.007114183525258737,Kraken-II
1479,genus,1224,2975,0.277311,0.0,0.0,0.0,Kraken-II
1480,order,1224,2975,0.277311,0.17423133108176186,0.0036314255628509093,0.007114165445852869,Kraken-II
1481,phylum,1224,2975,0.277311,0.5029860616921961,0.011499135287554365,0.022483804727842276,Kraken-II
1482,species,1224,2975,0.277311,0.0,0.0,0.0,Kraken-II
1483,kingdom,1224,2975,0.277311,0.9970379087853205,0.02524676726992188,0.049246043497994996,Kraken-II
1484,class,1239,1948,0.287825,0.41517856957509564,0.01422953929736225,0.027515373241728636,Kraken-II
1485,family,1239,1948,0.287825,0.0,0.0,0.0,Kraken-II
1486,genus,1239,1948,0.287825,0.0,0.0,0.0,Kraken-II
1487,order,1239,1948,0.287825,0.4103883930257913,0.013408350786091955,0.02596764498241612,Kraken-II
1488,phylum,1239,1948,0.287825,0.6932946991171577,0.025407274819432807,0.0490174912624447,Kraken-II
1489,species,1239,1948,0.287825,0.0,0.0,0.0,Kraken-II
1490,kingdom,1239,1948,0.287825,0.9999999962448366,0.03994480027000693,0.0768202622919246,Kraken-II
1491,class,1224,2975,0.173881,0.6945642332457199,0.2141145576540104,0.32732067359707184,Kraken-II
1492,family,1224,2975,0.173881,0.31988372074425364,0.10009277954845588,0.15247180906662205,Kraken-II
1493,genus,1224,2975,0.173881,0.0,0.0,0.0,Kraken-II
1494,order,1224,2975,0.173881,0.62835845768017,0.18831060577662945,0.2897749363373526,Kraken-II
1495,phylum,1224,2975,0.173881,0.9062817125500905,0.27554767042956685,0.4226019512338322,Kraken-II
1496,species,1224,2975,0.173881,0.0,0.0,0.0,Kraken-II
1497,kingdom,1224,2975,0.173881,0.9978416555489839,0.3053299910983699,0.46758022504409796,Kraken-II
1498,class,1224,2975,0.064116,0.9947411473659596,0.6405586826644956,0.7792897312150826,Kraken-II
1499,family,1224,2975,0.064116,0.9654521424944656,0.627455791815184,0.7605897648343919,Kraken-II
1500,genus,1224,2975,0.064116,0.9664328063292389,0.6270422706944422,0.7605897665338253,Kraken-II
1501,order,1224,2975,0.064116,0.9832280188430556,0.6346489165565404,0.7713822063006626,Kraken-II
1502,phylum,1224,2975,0.064116,0.9958673824431782,0.6414949615518882,0.7803282015285964,Kraken-II
1503,species,1224,2975,0.064116,0.0,0.0,0.0,Kraken-II
1504,kingdom,1224,2975,0.064116,0.9999534155544794,0.6439810994308885,0.7834219391938265,Kraken-II
1505,class,201174,1097,0.253496,0.080058938997963,0.011018166453566848,0.019368333456262998,Kraken-II
1506,family,201174,1097,0.253496,0.01872006962890717,0.0021534095647853416,0.003860657184413199,Kraken-II
1507,genus,201174,1097,0.253496,0.019560272904381695,0.0021428215474588756,0.003860727852186184,Kraken-II
1508,order,201174,1097,0.253496,0.09080779931642369,0.010841550406418205,0.019368554614386024,Kraken-II
1509,phylum,201174,1097,0.253496,0.6784414966806226,0.0904312731568146,0.15958825119781284,Kraken-II
1510,species,201174,1097,0.253496,0.0,0.0,0.0,Kraken-II
1511,kingdom,201174,1097,0.253496,0.9919015214427152,0.13794449781686322,0.24220317443432157,Kraken-II
1512,class,1224,2975,0.209164,0.7438478740803236,0.13573559426350515,0.22957567754577804,Kraken-II
1513,family,1224,2975,0.209164,0.3855489167423927,0.06873595738225248,0.11666904215479922,Kraken-II
1514,genus,1224,2975,0.209164,0.0,0.0,0.0,Kraken-II
1515,order,1224,2975,0.209164,0.6822879537755809,0.12136099267501925,0.20606538065958546,Kraken-II
1516,phylum,1224,2975,0.209164,0.8746481198255935,0.16214142093807785,0.27356626501759934,Kraken-II
1517,species,1224,2975,0.209164,0.0,0.0,0.0,Kraken-II
1518,kingdom,1224,2975,0.209164,0.9980438176854117,0.19139581642336725,0.3211929380352799,Kraken-II
1519,class,74201,55,0.303787,0.0,0.0,0.0,Kraken-II
1520,family,74201,55,0.303787,0.0,0.0,0.0,Kraken-II
1521,genus,74201,55,0.303787,0.0,0.0,0.0,Kraken-II
1522,order,74201,55,0.303787,0.0,0.0,0.0,Kraken-II
1523,phylum,74201,55,0.303787,0.12231352679420503,0.006057285959296089,0.011542036424166803,Kraken-II
1524,species,74201,55,0.303787,0.0,0.0,0.0,Kraken-II
1525,kingdom,74201,55,0.303787,0.9983708905827562,0.05515968856525409,0.10454239444995032,Kraken-II
1526,class,1239,1948,0.013505,0.9997509066990875,0.9634814179887051,0.9812761360216816,Kraken-II
1527,family,1239,1948,0.013505,0.9931752872012157,0.9602144042035007,0.9764117613674498,Kraken-II
1528,genus,1239,1948,0.013505,0.9931885641316687,0.9598828341773666,0.9762467192986988,Kraken-II
1529,order,1239,1948,0.013505,0.9991266510193031,0.9617780845563377,0.980091688040116,Kraken-II
1530,phylum,1239,1948,0.013505,0.9998288042768031,0.9637992077286667,0.9814784634792441,Kraken-II
1531,species,1239,1948,0.013505,0.9904348096354545,0.9593520549603585,0.974640678915045,Kraken-II
1532,kingdom,1239,1948,0.013505,0.999999999844433,0.9642101788044743,0.9817740283247767,Kraken-II
1533,class,1239,1948,0.294798,0.6314636256289937,0.021891046087884565,0.0423144988698044,Kraken-II
1534,family,1239,1948,0.294798,0.0014416146014338558,4.644753749919529e-05,8.939475408834016e-05,Kraken-II
1535,genus,1239,1948,0.294798,0.0014932802314918854,4.6395818183078545e-05,8.941476269342157e-05,Kraken-II
1536,order,1239,1948,0.294798,0.6192599169894787,0.021105252758405593,0.040818687821258685,Kraken-II
1537,phylum,1239,1948,0.294798,0.7582325937547619,0.0275243239929904,0.053119669716742125,Kraken-II
1538,species,1239,1948,0.294798,0.0,0.0,0.0,Kraken-II
1539,kingdom,1239,1948,0.294798,0.9909399736091355,0.039388983083086145,0.07576558685532371,Kraken-II
1540,class,1224,2975,0.287825,0.8527559041688884,0.08237996712676018,0.1502439469796343,Kraken-II
1541,family,1224,2975,0.287825,0.1385052031437934,0.011784782816790934,0.021719945316204713,Kraken-II
1542,genus,1224,2975,0.287825,0.0,0.0,0.0,Kraken-II
1543,order,1224,2975,0.287825,0.21092037945412642,0.018525647191716284,0.03405826024644853,Kraken-II
1544,phylum,1224,2975,0.287825,0.9410784596469578,0.09374151300676822,0.17049780349743346,Kraken-II
1545,species,1224,2975,0.287825,0.0,0.0,0.0,Kraken-II
1546,kingdom,1224,2975,0.287825,0.9997063990021926,0.10215255379852207,0.18536244522948864,Kraken-II
1547,class,1239,1948,0.11248,0.7297468347832308,0.12674707118208062,0.21597863913749432,Kraken-II
1548,family,1239,1948,0.11248,0.705368752828006,0.11959996848262068,0.20451940984085185,Kraken-II
1549,genus,1239,1948,0.11248,0.6394996203188973,0.10734454287779066,0.18382918057209577,Kraken-II
1550,order,1239,1948,0.11248,0.7036122535860885,0.12130671962266157,0.20693392313967848,Kraken-II
1551,phylum,1239,1948,0.11248,0.8888404905576789,0.15603064639537081,0.26545862754975696,Kraken-II
1552,species,1239,1948,0.11248,0.568248675653806,0.09307143773399212,0.15994348408726944,Kraken-II
1553,kingdom,1239,1948,0.11248,0.999081725520426,0.1795487277695108,0.304391135149394,Kraken-II
1554,class,65842,25,0.139081,0.867602807337509,0.10547011932366979,0.188074765486662,Kraken-II
1555,family,65842,25,0.139081,0.867275657083187,0.09829625906327802,0.17657735970894556,Kraken-II
1556,genus,65842,25,0.139081,0.870080861361077,0.09826035339356493,0.17657736493877202,Kraken-II
1557,order,65842,25,0.139081,0.8626402981525384,0.09835616019464706,0.17657735100214408,Kraken-II
1558,phylum,65842,25,0.139081,0.8648983628347814,0.1064092593277507,0.18950174913563592,Kraken-II
1559,species,65842,25,0.139081,0.0,0.0,0.0,Kraken-II
1560,kingdom,65842,25,0.139081,0.9983315445139656,0.12568076453787813,0.22325370371453854,Kraken-II
1561,class,1239,1948,0.0118868,0.9994892509016283,0.9691448808462428,0.9840782042330202,Kraken-II
1562,family,1239,1948,0.0118868,0.9994114912498975,0.9685272177327399,0.9837220112213114,Kraken-II
1563,genus,1239,1948,0.0118868,0.9992875505685209,0.9684633972818685,0.9836290502078278,Kraken-II
1564,order,1239,1948,0.0118868,0.9994737247891844,0.9690543723126597,0.9840240170556075,Kraken-II
1565,phylum,1239,1948,0.0118868,0.9995511807039417,0.9691917523081137,0.9841323856376092,Kraken-II
1566,species,1239,1948,0.0118868,0.9944226943520968,0.9653284670077021,0.9796546171274377,Kraken-II
1567,kingdom,1239,1948,0.0118868,0.9999999998452395,0.9692351536788463,0.9843722624319687,Kraken-II
1568,class,976,834,0.183074,0.7071343424022913,0.06394444700079381,0.11728173227674107,Kraken-II
1569,family,976,834,0.183074,0.05202102582559176,0.004671452055817918,0.008571538215559763,Kraken-II
1570,genus,976,834,0.183074,0.06540565162851948,0.004587155962569581,0.008571825478945605,Kraken-II
1571,order,976,834,0.183074,0.7102787742256221,0.06391885859296648,0.11728173840402119,Kraken-II
1572,phylum,976,834,0.183074,0.9178016328828688,0.0865858451361088,0.1582413970357706,Kraken-II
1573,species,976,834,0.183074,0.0,0.0,0.0,Kraken-II
1574,kingdom,976,834,0.183074,0.9969240218441648,0.0972586912993445,0.17722568341894235,Kraken-II
1575,class,57723,56,0.211791,0.25043919529486786,0.020421156505893778,0.03776166692535165,Kraken-II
1576,family,57723,56,0.211791,0.27373586457491816,0.020280416670047197,0.03776177672015508,Kraken-II
1577,genus,57723,56,0.211791,0.0,0.0,0.0,Kraken-II
1578,order,57723,56,0.211791,0.26607216867260025,0.020323786589100907,0.03776174254798607,Kraken-II
1579,phylum,57723,56,0.211791,0.2467603572791379,0.021618164371343434,0.03975211705170379,Kraken-II
1580,species,57723,56,0.211791,0.0,0.0,0.0,Kraken-II
1581,kingdom,57723,56,0.211791,0.9951946959483104,0.09012875535128173,0.16528682345617512,Kraken-II
1582,class,1239,1948,0.04968,0.9936847626644519,0.7994271067692708,0.8860284941016543,Kraken-II
1583,family,1239,1948,0.04968,0.9933799671823828,0.798775522393646,0.885507065989989,Kraken-II
1584,genus,1239,1948,0.04968,0.9902049086185158,0.7977927279767492,0.8836408291935651,Kraken-II
1585,order,1239,1948,0.04968,0.9931378429216405,0.7989321426827751,0.8855070657542425,Kraken-II
1586,phylum,1239,1948,0.04968,0.995957705437268,0.8008758332002714,0.8878218275800616,Kraken-II
1587,species,1239,1948,0.04968,0.0,0.0,0.0,Kraken-II
1588,kingdom,1239,1948,0.04968,0.9999813173037436,0.8028830287098546,0.8906533397242585,Kraken-II
1589,class,1224,2975,0.208665,0.8233300091492224,0.127251714288119,0.22043144813052268,Kraken-II
1590,family,1224,2975,0.208665,0.26092667750068466,0.036128840233452024,0.06346733418251872,Kraken-II
1591,genus,1224,2975,0.208665,0.0289512922105476,0.003959083802766416,0.0069635044273844504,Kraken-II
1592,order,1224,2975,0.208665,0.3366279734092312,0.04809918711748104,0.0841693163188216,Kraken-II
1593,phylum,1224,2975,0.208665,0.9590117370702275,0.1529576954203343,0.26383262297355237,Kraken-II
1594,species,1224,2975,0.208665,0.0,0.0,0.0,Kraken-II
1595,kingdom,1224,2975,0.208665,0.9993557877789842,0.16290129010457527,0.2801358658443911,Kraken-II
1596,class,976,834,0.210713,0.6741181584059832,0.07208717517741033,0.13024464008780537,Kraken-II
1597,family,976,834,0.210713,0.678060997969558,0.07136875405983549,0.12914278558247075,Kraken-II
1598,genus,976,834,0.210713,0.5686065938784279,0.05862630819411131,0.10629153491820766,Kraken-II
1599,order,976,834,0.210713,0.6786027467427613,0.07202022707823723,0.13021843063340788,Kraken-II
1600,phylum,976,834,0.210713,0.9104538627361949,0.10119678835006865,0.18214607190837728,Kraken-II
1601,species,976,834,0.210713,0.0,0.0,0.0,Kraken-II
1602,kingdom,976,834,0.210713,0.9994777373032019,0.11483131570513908,0.20599368427322928,Kraken-II
1603,class,201174,1097,0.0153259,0.9991575398549741,0.9257974929181418,0.9610746477772717,Kraken-II
1604,family,201174,1097,0.0153259,0.9867112887132949,0.9178169558079636,0.9510130383292289,Kraken-II
1605,genus,201174,1097,0.0153259,0.9867176394016046,0.9171196888697543,0.9506415362327998,Kraken-II
1606,order,201174,1097,0.0153259,0.9939857933073282,0.922379594714334,0.9568398956835856,Kraken-II
1607,phylum,201174,1097,0.0153259,0.9990928087286214,0.9258680997243895,0.9610827428132551,Kraken-II
1608,species,201174,1097,0.0153259,0.0,0.0,0.0,Kraken-II
1609,kingdom,201174,1097,0.0153259,0.9999999998380723,0.9263353681842087,0.9617541936265033,Kraken-II
1610,class,1224,2975,0.126379,0.3625610207236932,0.03051902894953233,0.056297585230848206,Kraken-II
1611,family,1224,2975,0.126379,0.07997532878294546,0.006254823770540451,0.011600897556810624,Kraken-II
1612,genus,1224,2975,0.126379,0.0812447784435155,0.006247189566671935,0.011600916957200579,Kraken-II
1613,order,1224,2975,0.126379,0.07869714732207739,0.0062627791273545345,0.011600877445136265,Kraken-II
1614,phylum,1224,2975,0.126379,0.8765994726089404,0.07581522973851777,0.13955872887527215,Kraken-II
1615,species,1224,2975,0.126379,0.0,0.0,0.0,Kraken-II
1616,kingdom,1224,2975,0.126379,0.9978466109030204,0.09037717164905675,0.165741141065332,Kraken-II
1617,class,976,834,0.0143325,0.9971726118786151,0.9548182350001025,0.9755309223219193,Kraken-II
1618,family,976,834,0.0143325,0.9971411515508244,0.9548018348567644,0.9755073075444566,Kraken-II
1619,genus,976,834,0.0143325,0.9958984833824313,0.9543414750241933,0.974672219331368,Kraken-II
1620,order,976,834,0.0143325,0.9971726118786151,0.9548182350001025,0.9755309223219193,Kraken-II
1621,phylum,976,834,0.0143325,0.9997487553978692,0.9552294787842298,0.9769772173932538,Kraken-II
1622,species,976,834,0.0143325,0.0,0.0,0.0,Kraken-II
1623,kingdom,976,834,0.0143325,0.999999999843051,0.9557202212555357,0.9773538403151354,Kraken-II
1624,class,1224,2975,0.000122118,0.9999399866470713,0.9997749874743448,0.9998524802785936,Kraken-II
1625,family,1224,2975,0.000122118,0.0,0.0,0.0,Kraken-II
1626,genus,1224,2975,0.000122118,0.0,0.0,0.0,Kraken-II
1627,order,1224,2975,0.000122118,0.0,0.0,0.0,Kraken-II
1628,phylum,1224,2975,0.000122118,0.9999699936987126,0.9997899945998965,0.9998749860734568,Kraken-II
1629,species,1224,2975,0.000122118,0.0,0.0,0.0,Kraken-II
1630,kingdom,1224,2975,0.000122118,0.9999999998499692,0.9997900009000269,0.9998899893740083,Kraken-II
1631,class,74201,55,0.282127,0.04273504243066209,0.0009185126217536682,0.0017979606019995834,Kraken-II
1632,family,74201,55,0.282127,0.005503144610824335,0.00010703036602748687,0.0002096032897284115,Kraken-II
1633,genus,74201,55,0.282127,0.0,0.0,0.0,Kraken-II
1634,order,74201,55,0.282127,0.04521476981752246,0.0009174311925202704,0.0017979827266666726,Kraken-II
1635,phylum,74201,55,0.282127,0.1628352480023292,0.0039017075702457754,0.007620355258084607,Kraken-II
1636,species,74201,55,0.282127,0.0,0.0,0.0,Kraken-II
1637,kingdom,74201,55,0.282127,0.9923497213532803,0.027245585340908048,0.053034539627531394,Kraken-II
1638,class,201174,1097,0.0126925,0.9965036653514051,0.930744920853161,0.9624974373199459,Kraken-II
1639,family,201174,1097,0.0126925,0.9802222761450113,0.9231145335345442,0.9508066786379427,Kraken-II
1640,genus,201174,1097,0.0126925,0.9774508208458054,0.9210018380942092,0.9483821010715227,Kraken-II
1641,order,201174,1097,0.0126925,0.9865651370992069,0.9268941003513436,0.9557942059292721,Kraken-II
1642,phylum,201174,1097,0.0126925,0.9965849413646404,0.9309457526249423,0.9626427303831575,Kraken-II
1643,species,201174,1097,0.0126925,0.0,0.0,0.0,Kraken-II
1644,kingdom,201174,1097,0.0126925,0.9999678077164569,0.9318982973176482,0.9647288404832529,Kraken-II
1645,class,67819,9,0.255652,0.0025531914784970573,9.327923136463174e-05,0.00017930537517828166,Kraken-II
1646,family,67819,9,0.255652,0.0028301886658953362,9.294688084319134e-05,0.00017936928212214975,Kraken-II
1647,genus,67819,9,0.255652,0.002949852492871915,9.282321816661408e-05,0.00017939331093378902,Kraken-II
1648,order,67819,9,0.255652,0.002726033608695894,9.306365552595489e-05,0.00017934671665071212,Kraken-II
1649,phylum,67819,9,0.255652,0.11734287940595513,0.0045773336636393165,0.008810244787921024,Kraken-II
1650,species,67819,9,0.255652,0.0,0.0,0.0,Kraken-II
1651,kingdom,67819,9,0.255652,0.9861830708594712,0.042850496038715456,0.0821314765101545,Kraken-II
1652,class,1224,2975,0.00979242,0.9999699959494779,0.9998649964749321,0.9999124934807708,Kraken-II
1653,family,1224,2975,0.00979242,0.9999399911487256,0.9998499915995605,0.9998899893739632,Kraken-II
1654,genus,1224,2975,0.00979242,0.0,0.0,0.0,Kraken-II
