,Taxonomic_rank,Taxon,Reference_genome_in_phylum,Distance_to_closest,Precision,Recall,F1,Method
2266,species,1224,2975,0.0165386,0.9691336088368759,0.9265705106976078,0.9473692405632425,Kraken-II
2267,kingdom,1224,2975,0.0165386,0.999999999839597,0.9351403241581081,0.9664782238480174,Kraken-II
2268,class,201174,1097,0.0125124,0.9977988539478524,0.926635703517663,0.9608965240492818,Kraken-II
2269,family,201174,1097,0.0125124,0.9714763464769186,0.9219072560588649,0.9460379412998475,Kraken-II
2270,genus,201174,1097,0.0125124,0.9720602327817839,0.9213820498373471,0.9460379414546957,Kraken-II
2271,order,201174,1097,0.0125124,0.9934828070953937,0.9247868405757508,0.9578997801029504,Kraken-II
2272,phylum,201174,1097,0.0125124,0.9978151095685545,0.926666866932203,0.9609208171839226,Kraken-II
2273,species,201174,1097,0.0125124,0.9687220440512154,0.9198999133634159,0.9436749398393302,Kraken-II
2274,kingdom,201174,1097,0.0125124,0.9999029721207181,0.9275588423624669,0.9623682549607258,Kraken-II
2275,class,201174,1097,0.15455,0.9369886918019894,0.39686450851682253,0.5575647586183318,Kraken-II
2276,family,201174,1097,0.15455,0.4013910221874932,0.17871119719998646,0.24730756471978368,Kraken-II
2277,genus,201174,1097,0.15455,0.2602654035743419,0.11624194286359442,0.16070312009726176,Kraken-II
2278,order,201174,1097,0.15455,0.4037176878952252,0.18605629490093767,0.2547177250885744,Kraken-II
2279,phylum,201174,1097,0.15455,0.9386383344396363,0.3997906693346379,0.5607410527197378,Kraken-II
2280,species,201174,1097,0.15455,0.0,0.0,0.0,Kraken-II
2281,kingdom,201174,1097,0.15455,0.9971813117478749,0.42503792025094417,0.5960218807523104,Kraken-II
2282,class,1224,2975,0.263187,0.705646453792675,0.06785229515241666,0.12379881034647618,Kraken-II
2283,family,1224,2975,0.263187,0.06258197477500099,0.005416450440221774,0.009968534449879534,Kraken-II
2284,genus,1224,2975,0.263187,0.0,0.0,0.0,Kraken-II
2285,order,1224,2975,0.263187,0.2039449869635451,0.018099184168738486,0.03324628274733198,Kraken-II
2286,phylum,1224,2975,0.263187,0.9151362545688149,0.09348806244235663,0.169643871653925,Kraken-II
2287,species,1224,2975,0.263187,0.0,0.0,0.0,Kraken-II
2288,kingdom,1224,2975,0.263187,0.9994312512449435,0.10544079922814142,0.19075489525732925,Kraken-II
2289,class,201174,1097,0.0143284,0.9974591890998457,0.9030279338330234,0.9478925274304801,Kraken-II
2290,family,201174,1097,0.0143284,0.9742405667454382,0.8907466259974595,0.9306196289357996,Kraken-II
2291,genus,201174,1097,0.0143284,0.9700894284032386,0.8876577644222375,0.9270397839196635,Kraken-II
2292,order,201174,1097,0.0143284,0.9846665217416916,0.8966067923623771,0.9385706926613382,Kraken-II
2293,phylum,201174,1097,0.0143284,0.9973934552492166,0.9032626671322714,0.9479921401870026,Kraken-II
2294,species,201174,1097,0.0143284,0.0,0.0,0.0,Kraken-II
2295,kingdom,201174,1097,0.0143284,0.9998673760382176,0.9047990517552319,0.9499556360535565,Kraken-II
2296,class,201174,1097,0.0149735,0.9991220795332192,0.9225676668334157,0.9593150309141512,Kraken-II
2297,family,201174,1097,0.0149735,0.9943325243075529,0.9206260647897848,0.9560558268762552,Kraken-II
2298,genus,201174,1097,0.0149735,0.0,0.0,0.0,Kraken-II
2299,order,201174,1097,0.0149735,0.9951491077947732,0.9211228132228717,0.9567011363978858,Kraken-II
2300,phylum,201174,1097,0.0149735,0.9990733513787434,0.9226092176966507,0.9593150308955065,Kraken-II
2301,species,201174,1097,0.0149735,0.0,0.0,0.0,Kraken-II
2302,kingdom,201174,1097,0.0149735,0.9999675038182875,0.9231830794385084,0.9600374379034766,Kraken-II
2303,class,1239,1948,0.222853,0.2674461083897587,0.023365306346718594,0.04297455370971772,Kraken-II
2304,family,1239,1948,0.222853,0.2263210364380438,0.01807699045692946,0.03347846850914573,Kraken-II
2305,genus,1239,1948,0.222853,0.0,0.0,0.0,Kraken-II
2306,order,1239,1948,0.222853,0.25268404859531435,0.020997626213417827,0.03877184211909565,Kraken-II
2307,phylum,1239,1948,0.222853,0.5321537929020861,0.04893846706683066,0.0896323854249708,Kraken-II
2308,species,1239,1948,0.222853,0.0,0.0,0.0,Kraken-II
2309,kingdom,1239,1948,0.222853,0.9933634977475664,0.09885474984632112,0.17981351478983995,Kraken-II
2310,class,976,834,0.228863,0.3670809325035437,0.0187522259529023,0.035680739380457606,Kraken-II
2311,family,976,834,0.228863,0.09185935986107266,0.004545454544742092,0.008661377348094135,Kraken-II
2312,genus,976,834,0.228863,0.016876240844221572,0.0008006782214266707,0.0015279584254742809,Kraken-II
2313,order,976,834,0.228863,0.3705630343618022,0.01874322859948255,0.03568074763037505,Kraken-II
2314,phylum,976,834,0.228863,0.8247227459434061,0.04618367438976905,0.08746815623459112,Kraken-II
2315,species,976,834,0.228863,0.0,0.0,0.0,Kraken-II
2316,kingdom,976,834,0.228863,0.9992379959379273,0.059012360485567565,0.11144212758087572,Kraken-II
2317,class,1224,2975,0.0259001,0.9302845223701804,0.6896089349135351,0.7920626575042695,Kraken-II
2318,family,1224,2975,0.0259001,0.927657941655798,0.6878447361927134,0.7899469201381802,Kraken-II
2319,genus,1224,2975,0.0259001,0.0,0.0,0.0,Kraken-II
2320,order,1224,2975,0.0259001,0.9297584045059955,0.6886697174232808,0.7912523179320468,Kraken-II
2321,phylum,1224,2975,0.0259001,0.9988963453016543,0.8425043163662631,0.9140540999766402,Kraken-II
2322,species,1224,2975,0.0259001,0.0,0.0,0.0,Kraken-II
2323,kingdom,1224,2975,0.0259001,0.999928843170753,0.8431963756741826,0.9148936745097168,Kraken-II
2324,class,74201,55,0.041584,0.9976896163116888,0.9087438181627393,0.9511368183009823,Kraken-II
2325,family,74201,55,0.041584,0.9977719461639893,0.9086755244230331,0.9511368183377141,Kraken-II
2326,genus,74201,55,0.041584,0.9977719461639893,0.9086755244230331,0.9511368183377141,Kraken-II
2327,order,74201,55,0.041584,0.9977060811951965,0.9087301585935651,0.9511368183083239,Kraken-II
2328,phylum,74201,55,0.041584,0.9976073395271431,0.9088271547895692,0.9511450689306304,Kraken-II
2329,species,74201,55,0.041584,0.0,0.0,0.0,Kraken-II
2330,kingdom,74201,55,0.041584,0.9999835049896934,0.9093690935545301,0.9525211127475612,Kraken-II
2331,class,201174,1097,0.0242578,0.9978207762609056,0.8532377559092259,0.9198777302300406,Kraken-II
2332,family,201174,1097,0.0242578,0.9827628835112212,0.8470871198722675,0.90989013254739,Kraken-II
2333,genus,201174,1097,0.0242578,0.9831227355336002,0.8465729241467962,0.9097475155225312,Kraken-II
2334,order,201174,1097,0.0242578,0.9900093385389301,0.8500151284644455,0.9146816868595381,Kraken-II
2335,phylum,201174,1097,0.0242578,0.9977509925505585,0.853424307420697,0.9199564730867248,Kraken-II
2336,species,201174,1097,0.0242578,0.0,0.0,0.0,Kraken-II
2337,kingdom,201174,1097,0.0242578,0.9999648843824133,0.8543163577807971,0.9214155128486411,Kraken-II
2338,class,1224,2975,0.176773,0.4479573696342544,0.019366332373048956,0.03712675234861681,Kraken-II
2339,family,1224,2975,0.176773,0.0031298904415888477,0.0001247680094629099,0.0002392349497438055,Kraken-II
2340,genus,1224,2975,0.176773,0.0,0.0,0.0,Kraken-II
2341,order,1224,2975,0.176773,0.016962220443476405,0.0006862454574159356,0.0013183757629177946,Kraken-II
2342,phylum,1224,2975,0.176773,0.7219128702197416,0.03348628034375303,0.064002869803494,Kraken-II
2343,species,1224,2975,0.176773,0.0,0.0,0.0,Kraken-II
2344,kingdom,1224,2975,0.176773,0.9991418735722486,0.05239709587597547,0.09957145898918514,Kraken-II
2345,class,201174,1097,0.207212,0.8634211292343577,0.08875334629947168,0.16095938645136054,Kraken-II
2346,family,201174,1097,0.207212,0.5094799086632807,0.045875295621426955,0.08416998847887376,Kraken-II
2347,genus,201174,1097,0.207212,0.0,0.0,0.0,Kraken-II
2348,order,201174,1097,0.207212,0.6233228414389219,0.05843802896922988,0.10685630567754707,Kraken-II
2349,phylum,201174,1097,0.207212,0.8553054649878611,0.08910273001368778,0.16139047792470812,Kraken-II
2350,species,201174,1097,0.207212,0.0,0.0,0.0,Kraken-II
2351,kingdom,201174,1097,0.207212,0.9979026831684806,0.10707855726653685,0.19340240120640273,Kraken-II
2352,class,1224,2975,0.294798,0.14401294420704994,0.004102642900414468,0.007977469587211712,Kraken-II
2353,family,1224,2975,0.294798,0.00787878783103765,0.00019990773486084764,0.00038943995751111987,Kraken-II
2354,genus,1224,2975,0.294798,0.0,0.0,0.0,Kraken-II
2355,order,1224,2975,0.294798,0.011848341162035893,0.0003076970414456073,0.0005993240298314007,Kraken-II
2356,phylum,1224,2975,0.294798,0.5167158283347304,0.016000852564399114,0.03103990876868016,Kraken-II
2357,species,1224,2975,0.294798,0.0,0.0,0.0,Kraken-II
2358,kingdom,1224,2975,0.294798,0.9957081502330122,0.034805046726554593,0.06725839611785268,Kraken-II
2359,class,640293,3,0.089632,0.878916805106125,0.2367838168187011,0.3730595939296325,Kraken-II
2360,family,640293,3,0.089632,0.878916805106125,0.2367838168187011,0.3730595939296325,Kraken-II
2361,genus,640293,3,0.089632,0.878916805106125,0.2367838168187011,0.3730595939296325,Kraken-II
2362,order,640293,3,0.089632,0.878916805106125,0.2367838168187011,0.3730595939296325,Kraken-II
2363,phylum,640293,3,0.089632,0.8538736320306577,0.2388483816704635,0.3732778624666264,Kraken-II
2364,species,640293,3,0.089632,0.0,0.0,0.0,Kraken-II
2365,kingdom,640293,3,0.089632,0.9981109666460973,0.2775393204049797,0.43430847880682455,Kraken-II
2366,class,1224,2975,0.236311,0.49856897491073365,0.08509876079446699,0.14538023069942874,Kraken-II
2367,family,1224,2975,0.236311,0.050843694437340485,0.007880654540344364,0.013643859117864442,Kraken-II
2368,genus,1224,2975,0.236311,0.0,0.0,0.0,Kraken-II
2369,order,1224,2975,0.236311,0.04877009897905431,0.0079329337984666,0.013643776310225862,Kraken-II
2370,phylum,1224,2975,0.236311,0.8673122211748127,0.1526110582149923,0.25954920493519223,Kraken-II
2371,species,1224,2975,0.236311,0.0,0.0,0.0,Kraken-II
2372,kingdom,1224,2975,0.236311,0.9985199794453873,0.18220828516823834,0.3081777200140195,Kraken-II
2373,class,1224,2975,0.236311,0.04718693267808736,0.002029917866083208,0.0038915996709140673,Kraken-II
2374,family,1224,2975,0.236311,0.0494108702036835,0.0020259950749577666,0.0038916337910912683,Kraken-II
2375,genus,1224,2975,0.236311,0.05078124980163574,0.00202375577906444,0.003891653389949821,Kraken-II
2376,order,1224,2975,0.236311,0.04789977874760582,0.0020286191342433063,0.003891610937271662,Kraken-II
2377,phylum,1224,2975,0.236311,0.7373561188093612,0.0320720939357235,0.061469665308575235,Kraken-II
2378,species,1224,2975,0.236311,0.0,0.0,0.0,Kraken-II
2379,kingdom,1224,2975,0.236311,0.9990476158760393,0.0472068882684497,0.09015297563991177,Kraken-II
2380,class,1224,2975,0.255652,0.7464084941080509,0.1507434680220843,0.2508269626051497,Kraken-II
2381,family,1224,2975,0.255652,0.002030831716024341,0.0003938699512328362,0.0006570690772588299,Kraken-II
2382,genus,1224,2975,0.255652,0.0022462732262137296,0.00038667721234085994,0.0006572826009883533,Kraken-II
2383,order,1224,2975,0.255652,0.1166549542193825,0.023458338481309578,0.039058908035300995,Kraken-II
2384,phylum,1224,2975,0.255652,0.8912526027289106,0.18375891416551507,0.30469271163572004,Kraken-II
2385,species,1224,2975,0.255652,0.0,0.0,0.0,Kraken-II
2386,kingdom,1224,2975,0.255652,0.9983554976416735,0.20951623548863868,0.3463446458506935,Kraken-II
2387,class,1224,2975,0.273138,0.7199391159818381,0.06548122624394621,0.12004246233187034,Kraken-II
2388,family,1224,2975,0.273138,0.002948113201752922,0.00024353021394234335,0.00044849131869560536,Kraken-II
2389,genus,1224,2975,0.273138,0.003277255837279319,0.00024152644710707247,0.00044862158945950786,Kraken-II
2390,order,1224,2975,0.273138,0.0028121484761677007,0.00024450674834639973,0.00044842946430927416,Kraken-II
2391,phylum,1224,2975,0.273138,0.8994521416380082,0.08452069105211442,0.1545195994359178,Kraken-II
2392,species,1224,2975,0.273138,0.0,0.0,0.0,Kraken-II
2393,kingdom,1224,2975,0.273138,0.9990770635301076,0.09743328181433922,0.17754956850270434,Kraken-II
2394,class,74201,55,0.253496,0.1279855785129086,0.004387320026511259,0.008483175665580552,Kraken-II
2395,family,74201,55,0.253496,0.0754716977480808,0.0024090431770941623,0.004668451637875302,Kraken-II
2396,genus,74201,55,0.253496,0.0,0.0,0.0,Kraken-II
2397,order,74201,55,0.253496,0.08485700850981243,0.0027968786212165834,0.00541465273167159,Kraken-II
2398,phylum,74201,55,0.253496,0.16425320577470745,0.006141042893538595,0.011838742166898368,Kraken-II
2399,species,74201,55,0.253496,0.0,0.0,0.0,Kraken-II
2400,kingdom,74201,55,0.253496,0.9983249547794808,0.04470312921233939,0.08557357614136742,Kraken-II
2401,class,74201,55,0.225288,0.039484286547266025,0.0007483772431083044,0.001468547990076598,Kraken-II
2402,family,74201,55,0.225288,0.03318777263591465,0.0005796217204729069,0.0011390075664764693,Kraken-II
2403,genus,74201,55,0.225288,0.0,0.0,0.0,Kraken-II
2404,order,74201,55,0.225288,0.032258064242291475,0.0005799136233033843,0.0011389980224684871,Kraken-II
2405,phylum,74201,55,0.225288,0.1776611680834995,0.0036144578307740643,0.007084387380029033,Kraken-II
2406,species,74201,55,0.225288,0.0,0.0,0.0,Kraken-II
2407,kingdom,74201,55,0.225288,0.9948018128992735,0.02296764127530151,0.04489823622391786,Kraken-II
2408,class,1936987,4,0.0975502,0.9259974582332923,0.2793853797243739,0.42925450250833397,Kraken-II
2409,family,1936987,4,0.0975502,0.930205248172059,0.27900459413797785,0.4292545137788433,Kraken-II
2410,genus,1936987,4,0.0975502,0.9299820462015994,0.2776331505501159,0.42760592630310523,Kraken-II
2411,order,1936987,4,0.0975502,0.9275059813024966,0.2792483484390282,0.4292545065555893,Kraken-II
2412,phylum,1936987,4,0.0975502,0.9203839348722486,0.27990044702341327,0.4292544873817534,Kraken-II
2413,species,1936987,4,0.0975502,0.0,0.0,0.0,Kraken-II
2414,kingdom,1936987,4,0.0975502,0.999452572409947,0.3012932068679049,0.46300508589083333,Kraken-II
2415,class,1293497,16,0.0935822,0.018036767225048964,0.001704778296581464,0.0031135476737333455,Kraken-II
2416,family,1293497,16,0.0935822,0.018588024989118813,0.0017000130767457805,0.0031135901361345024,Kraken-II
2417,genus,1293497,16,0.0935822,0.018762402997000896,0.0016985692817504132,0.003113603100875439,Kraken-II
2418,order,1293497,16,0.0935822,0.0184593538898485,0.0017010975347660012,0.0031135804285545004,Kraken-II
2419,phylum,1293497,16,0.0935822,0.02197430692702112,0.0021353131515357312,0.003890776589708075,Kraken-II
2420,species,1293497,16,0.0935822,0.0,0.0,0.0,Kraken-II
2421,kingdom,1293497,16,0.0935822,0.35915492900263296,0.03581060593399445,0.06512583435745527,Kraken-II
2422,class,1224,2975,0.217158,0.26312561302364373,0.03536102867864144,0.06234168863778505,Kraken-II
2423,family,1224,2975,0.217158,0.07817315763775125,0.009286534523393323,0.0165990689865061,Kraken-II
2424,genus,1224,2975,0.217158,0.08039187425386563,0.009256187378200486,0.016599115310616468,Kraken-II
2425,order,1224,2975,0.217158,0.2631296168393155,0.03201974468674593,0.05709012993628013,Kraken-II
2426,phylum,1224,2975,0.217158,0.5329663888828126,0.07260805053166003,0.12780265798472498,Kraken-II
2427,species,1224,2975,0.217158,0.0,0.0,0.0,Kraken-II
2428,kingdom,1224,2975,0.217158,0.9864751509892272,0.14140791725909888,0.24735571209048207,Kraken-II
2429,class,1224,2975,0.145992,0.3820431359604696,0.03628654459413277,0.0662764061565156,Kraken-II
2430,family,1224,2975,0.145992,0.0038383838306295277,0.0003077620836614354,0.0005684636824443334,Kraken-II
2431,genus,1224,2975,0.145992,0.003965769142212964,0.00030697148391518354,0.0005685042101420652,Kraken-II
2432,order,1224,2975,0.145992,0.0037431047995604714,0.0003083914948371382,0.0005684317309661509,Kraken-II
2433,phylum,1224,2975,0.145992,0.8910548641863625,0.08591263223604562,0.15671367893183075,Kraken-II
2434,species,1224,2975,0.145992,0.0,0.0,0.0,Kraken-II
2435,kingdom,1224,2975,0.145992,0.9998497806822145,0.09984099839500779,0.18155120419594056,Kraken-II
2436,class,203682,63,0.316458,0.23142050581918622,0.0037357630973825716,0.00735251862097314,Kraken-II
2437,family,203682,63,0.316458,0.20385395330776923,0.0030509092008362054,0.00601155368186895,Kraken-II
2438,genus,203682,63,0.316458,0.0,0.0,0.0,Kraken-II
2439,order,203682,63,0.316458,0.24428996778262196,0.0037325888380826343,0.007352534839975644,Kraken-II
2440,phylum,203682,63,0.316458,0.23842794551591315,0.004149251462246485,0.00815622187729384,Kraken-II
2441,species,203682,63,0.316458,0.0,0.0,0.0,Kraken-II
2442,kingdom,203682,63,0.316458,0.993984954932444,0.01983228070930673,0.03888826015720428,Kraken-II
2443,class,1224,2975,0.260468,0.2613270965760681,0.013938260053954122,0.026464010987496924,Kraken-II
2444,family,1224,2975,0.260468,0.0022950819596882555,0.00011002137556424912,0.00020910747010433333,Kraken-II
2445,genus,1224,2975,0.260468,0.0,0.0,0.0,Kraken-II
2446,order,1224,2975,0.260468,0.05544933060723604,0.002731425521132219,0.005205490590848914,Kraken-II
2447,phylum,1224,2975,0.260468,0.5506007995978617,0.031730887598219425,0.06000275256834493,Kraken-II
2448,species,1224,2975,0.260468,0.0,0.0,0.0,Kraken-II
2449,kingdom,1224,2975,0.260468,0.9971146886340114,0.062215887771027545,0.11712262693348793,Kraken-II
2450,class,203682,63,0.260468,0.025364616199336613,0.0006141563026847602,0.0011988129799351567,Kraken-II
2451,family,203682,63,0.260468,0.015078821006999171,0.00033726812811018424,0.0006593512705128139,Kraken-II
2452,genus,203682,63,0.260468,0.0,0.0,0.0,Kraken-II
2453,order,203682,63,0.260468,0.015211640111034127,0.0003528798060153917,0.0006893157079829374,Kraken-II
2454,phylum,203682,63,0.260468,0.08178654244903398,0.002166431073356519,0.0042205486421161365,Kraken-II
2455,species,203682,63,0.260468,0.0,0.0,0.0,Kraken-II
2456,kingdom,203682,63,0.260468,0.99799999501,0.029941646786081987,0.0581384612429633,Kraken-II
2457,class,1224,2975,0.273138,0.7108687993125768,0.062162619371274375,0.11432625866235663,Kraken-II
2458,family,1224,2975,0.273138,0.0006061830660614608,4.860582296971763e-05,8.864175464533721e-05,Kraken-II
2459,genus,1224,2975,0.273138,0.0006709908282912305,4.823228668495759e-05,8.876137173511448e-05,Kraken-II
2460,order,1224,2975,0.273138,0.08557504856613052,0.0070833871164509826,0.013082366008190504,Kraken-II
2461,phylum,1224,2975,0.273138,0.8806488977310895,0.08067206501066447,0.14780292715572757,Kraken-II
2462,species,1224,2975,0.273138,0.0,0.0,0.0,Kraken-II
2463,kingdom,1224,2975,0.273138,0.9988957233019472,0.09498949893564514,0.1734802425616628,Kraken-II
2464,class,1224,2975,0.140992,0.6484857180764146,0.22848954817456346,0.3379126524083085,Kraken-II
2465,family,1224,2975,0.140992,0.43674286293229597,0.14814285456413934,0.2212371624201516,Kraken-II
2466,genus,1224,2975,0.140992,0.3794328176714754,0.12554691735209783,0.188663718475983,Kraken-II
2467,order,1224,2975,0.140992,0.43042966127391324,0.15131875053536434,0.22391452264443204,Kraken-II
2468,phylum,1224,2975,0.140992,0.932377603041936,0.31736922056909644,0.4735448489867152,Kraken-II
2469,species,1224,2975,0.140992,0.0,0.0,0.0,Kraken-II
2470,kingdom,1224,2975,0.140992,0.9995176280479224,0.3419497119026119,0.5095647235683788,Kraken-II
2471,class,1224,2975,0.240141,0.7780053760363521,0.09358877610866757,0.16707715485295474,Kraken-II
2472,family,1224,2975,0.240141,0.021950126889726553,0.0024452317975871664,0.004398472394485445,Kraken-II
2473,genus,1224,2975,0.240141,0.023595505580103524,0.00242638320308557,0.004398585049644736,Kraken-II
2474,order,1224,2975,0.240141,0.021069227431461623,0.002456673963859038,0.004398405788680541,Kraken-II
2475,phylum,1224,2975,0.240141,0.9257903076702181,0.1148215988563524,0.2043022978196253,Kraken-II
2476,species,1224,2975,0.240141,0.0,0.0,0.0,Kraken-II
2477,kingdom,1224,2975,0.240141,0.9989489653171214,0.12832668244946943,0.22743446953210733,Kraken-II
2478,class,976,834,0.24153,0.5809832778113718,0.03582199790179387,0.06748205687569377,Kraken-II
2479,family,976,834,0.24153,0.02171664937508622,0.0013358141307927716,0.002515724922562347,Kraken-II
2480,genus,976,834,0.24153,0.0,0.0,0.0,Kraken-II
2481,order,976,834,0.24153,0.5786432146265246,0.035436220951617754,0.06678157160074012,Kraken-II
2482,phylum,976,834,0.24153,0.8351749520368901,0.05501053811844998,0.10322097571306005,Kraken-II
2483,species,976,834,0.24153,0.0,0.0,0.0,Kraken-II
2484,kingdom,976,834,0.24153,0.9974265472926731,0.06977721100145867,0.13042868330360416,Kraken-II
2485,class,1224,2975,0.185336,0.9370268885259709,0.30893723870267836,0.4646685564414659,Kraken-II
2486,family,1224,2975,0.185336,0.7760784309921184,0.25494774468913384,0.38380699019137227,Kraken-II
2487,genus,1224,2975,0.185336,0.5506335739079309,0.1810450201978058,0.27249151432131025,Kraken-II
2488,order,1224,2975,0.185336,0.8171623828967358,0.270073805390648,0.40596905603991273,Kraken-II
2489,phylum,1224,2975,0.185336,0.9701697392276297,0.32121487535844656,0.4826300936099624,Kraken-II
2490,species,1224,2975,0.185336,0.0,0.0,0.0,Kraken-II
2491,kingdom,1224,2975,0.185336,0.9991892982933887,0.3328632087003761,0.49936598948291155,Kraken-II
2492,class,203682,63,0.303787,0.22012578500982294,0.006443793245302353,0.012520502134274664,Kraken-II
2493,family,203682,63,0.303787,0.19125993081010256,0.005165384260880202,0.010058588864090421,Kraken-II
2494,genus,203682,63,0.303787,0.0,0.0,0.0,Kraken-II
2495,order,203682,63,0.303787,0.22807017418821177,0.006374599671099067,0.012402017100663486,Kraken-II
2496,phylum,203682,63,0.303787,0.2474798374622992,0.0075336790733216185,0.014621660762005384,Kraken-II
2497,species,203682,63,0.303787,0.0,0.0,0.0,Kraken-II
2498,kingdom,203682,63,0.303787,0.9901498886931481,0.034691795205165986,0.06703424056503537,Kraken-II
2499,class,1224,2975,0.170064,0.5652520944988,0.0670199845317718,0.11983001855103813,Kraken-II
2500,family,1224,2975,0.170064,0.33274699452836853,0.036545117920543324,0.06585544865751522,Kraken-II
2501,genus,1224,2975,0.170064,0.1666666664101775,0.017681055309592984,0.03196874554072787,Kraken-II
2502,order,1224,2975,0.170064,0.5101752395277342,0.057119349368345534,0.1027345038839519,Kraken-II
2503,phylum,1224,2975,0.170064,0.9473816074324961,0.11414856520081686,0.20374594193227663,Kraken-II
2504,species,1224,2975,0.170064,0.0,0.0,0.0,Kraken-II
2505,kingdom,1224,2975,0.170064,0.9997562152611456,0.12303307580844024,0.21910074792621267,Kraken-II
2506,class,134625,1,0.269458,0.0036787246974901142,0.0002011971228474092,0.00038054688966396505,Kraken-II
2507,family,134625,1,0.269458,0.003964321096913376,0.00020040749520685268,0.00038061380216556707,Kraken-II
2508,genus,134625,1,0.269458,0.0,0.0,0.0,Kraken-II
2509,order,134625,1,0.269458,0.0038585208879147238,0.00020068567602630894,0.0003805901031000212,Kraken-II
2510,phylum,134625,1,0.269458,0.0033736294535461637,0.00020219720964443667,0.0003804637122500317,Kraken-II
2511,species,134625,1,0.269458,0.0,0.0,0.0,Kraken-II
2512,kingdom,134625,1,0.269458,0.9924684135265588,0.0649836148921473,0.12197919820094677,Kraken-II
2513,class,1224,2975,0.201995,0.49923780360966,0.030372820571538763,0.057260837434372706,Kraken-II
2514,family,1224,2975,0.201995,0.0,0.0,0.0,Kraken-II
2515,genus,1224,2975,0.201995,0.0,0.0,0.0,Kraken-II
2516,order,1224,2975,0.201995,0.0,0.0,0.0,Kraken-II
2517,phylum,1224,2975,0.201995,0.8206496500680983,0.05367711778710093,0.10076233677489292,Kraken-II
2518,species,1224,2975,0.201995,0.0,0.0,0.0,Kraken-II
2519,kingdom,1224,2975,0.201995,0.9985549112333714,0.07256225621473714,0.13529186732519363,Kraken-II
2520,class,1224,2975,0.249585,0.4182879363868744,0.019885006085754473,0.037964317431960465,Kraken-II
2521,family,1224,2975,0.249585,0.013688760757605327,0.0005944094228606094,0.0011385477509706522,Kraken-II
2522,genus,1224,2975,0.249585,0.0,0.0,0.0,Kraken-II
2523,order,1224,2975,0.249585,0.018761061880491814,0.000829485875134285,0.0015879184629339078,Kraken-II
2524,phylum,1224,2975,0.249585,0.6330472083597571,0.031541163887041215,0.060087555374554166,Kraken-II
2525,species,1224,2975,0.249585,0.0,0.0,0.0,Kraken-II
2526,kingdom,1224,2975,0.249585,0.9986282551477962,0.05460382225936758,0.10354489422129833,Kraken-II
2527,class,1224,2975,0.25148,0.18814276958171344,0.004760811327246719,0.009286150040280425,Kraken-II
2528,family,1224,2975,0.25148,0.1345144348128974,0.0031370508656520394,0.00613067078409786,Kraken-II
2529,genus,1224,2975,0.25148,0.0,0.0,0.0,Kraken-II
2530,order,1224,2975,0.25148,0.16106531286578749,0.0038871204695324554,0.007590580011627437,Kraken-II
2531,phylum,1224,2975,0.25148,0.5670218700671796,0.015342590482533941,0.029876256382773435,Kraken-II
2532,species,1224,2975,0.25148,0.0,0.0,0.0,Kraken-II
2533,kingdom,1224,2975,0.25148,0.99748743217343,0.029777084391440837,0.05782732262560548,Kraken-II
2534,class,1224,2975,0.159048,0.7719945344644884,0.0869411366369825,0.15628015731847572,Kraken-II
2535,family,1224,2975,0.159048,0.18565334146681414,0.019101653305951316,0.03463761731077043,Kraken-II
2536,genus,1224,2975,0.159048,0.0,0.0,0.0,Kraken-II
2537,order,1224,2975,0.159048,0.2919908462364747,0.03085802727390803,0.05581547998932025,Kraken-II
2538,phylum,1224,2975,0.159048,0.9400516783720263,0.10990438498105759,0.19679836361938743,Kraken-II
2539,species,1224,2975,0.159048,0.0,0.0,0.0,Kraken-II
2540,kingdom,1224,2975,0.159048,0.9997485529296599,0.11928298205665896,0.2131341598535703,Kraken-II
2541,class,201174,1097,0.269458,0.040361445661561905,0.0021108678183848918,0.004010971614843807,Kraken-II
2542,family,201174,1097,0.269458,0.02870304738234214,0.0012670900726985748,0.002426229462683639,Kraken-II
2543,genus,201174,1097,0.269458,0.0,0.0,0.0,Kraken-II
2544,order,201174,1097,0.269458,0.045969125056709685,0.002097486146871382,0.0040110815041416534,Kraken-II
2545,phylum,201174,1097,0.269458,0.5703281010832294,0.030677859451101446,0.05822289747676499,Kraken-II
2546,species,201174,1097,0.269458,0.0,0.0,0.0,Kraken-II
2547,kingdom,201174,1097,0.269458,0.9957254186680276,0.059414853704513895,0.11213735451539324,Kraken-II
2548,class,1224,2975,0.253496,0.8904899125181672,0.11754949250307385,0.20768156158658013,Kraken-II
2549,family,1224,2975,0.253496,0.7788888879272977,0.09724705590707702,0.1729041873963994,Kraken-II
2550,genus,1224,2975,0.253496,0.006236403181673092,0.00071888322315157,0.0012873112057555703,Kraken-II
2551,order,1224,2975,0.253496,0.7784416525076922,0.09844255973809675,0.17478000837376206,Kraken-II
2552,phylum,1224,2975,0.253496,0.9479736508340141,0.1282609023839125,0.2259485644384442,Kraken-II
2553,species,1224,2975,0.253496,0.0,0.0,0.0,Kraken-II
2554,kingdom,1224,2975,0.253496,0.9998909714349205,0.13756637564312146,0.2418555175793446,Kraken-II
2555,class,1224,2975,0.277311,0.48014747453162937,0.02611284202330369,0.0495309116112172,Kraken-II
2556,family,1224,2975,0.277311,0.00033523298580210193,1.5702284679955675e-05,2.9168242661049758e-05,Kraken-II
2557,genus,1224,2975,0.277311,0.0,0.0,0.0,Kraken-II
