,Taxonomic_Rank,Taxon,Reference_Count,Distance_to_closest,Precision,Recall,F1,Method
35,class,28890,407,0.020325247,0.9992896043775092,0.8867542212552714,0.9396595822401486,Kraken-II (16Gb)
36,family,28890,407,0.020325247,0.9992896043775092,0.8867542212552714,0.9396595822401486,Kraken-II (16Gb)
37,genus,28890,407,0.020325247,0.9992895563112267,0.8866941837318282,0.9396258520188898,Kraken-II (16Gb)
38,order,28890,407,0.020325247,0.9992896043775092,0.8867542212552714,0.9396595822401486,Kraken-II (16Gb)
39,phylum,28890,407,0.020325247,0.9993235128279991,0.8868626831634528,0.9397354674115598,Kraken-II (16Gb)
40,species,28890,407,0.020325247,0.6544773511556115,0.3696174392510814,0.4724247847447369,Kraken-II (16Gb)
41,superkingdom,28890,407,0.020325247,0.9992897125028682,0.8868893056830185,0.9397354673926,Kraken-II (16Gb)
42,class,28890,407,0.226798973,0.9317749363093912,0.05161406889128913,0.09780912020352364,Kraken-II (16Gb)
43,family,28890,407,0.226798973,0.8491511248284132,0.04613988657147223,0.08752304774091547,Kraken-II (16Gb)
44,genus,28890,407,0.226798973,0.06874820948510968,0.0037845338709813713,0.007173148280002961,Kraken-II (16Gb)
45,order,28890,407,0.226798973,0.9358449332900766,0.051601637757164975,0.09780912429049485,Kraken-II (16Gb)
46,phylum,28890,407,0.226798973,0.9485389166057954,0.05518444965168435,0.10429980679284938,Kraken-II (16Gb)
47,species,28890,407,0.226798973,0.0,0.0,0.0,Kraken-II (16Gb)
48,superkingdom,28890,407,0.226798973,0.9403176205422191,0.05525784988781981,0.10438065131735999,Kraken-II (16Gb)
49,class,28890,407,0.1203173,0.995661412698928,0.33784494279051136,0.5044995085771228,Kraken-II (16Gb)
50,family,28890,407,0.1203173,0.9959259582871641,0.33781449487978754,0.5044995092411537,Kraken-II (16Gb)
51,genus,28890,407,0.1203173,0.9903982925896166,0.3352846457788017,0.5009687101743564,Kraken-II (16Gb)
52,order,28890,407,0.1203173,0.9957936679230491,0.33782971814909724,0.5044995089091155,Kraken-II (16Gb)
53,phylum,28890,407,0.1203173,0.9964170385294745,0.3382993421532605,0.5051031185468823,Kraken-II (16Gb)
54,species,28890,407,0.1203173,0.0,0.0,0.0,Kraken-II (16Gb)
55,superkingdom,28890,407,0.1203173,0.9954954950558667,0.3386464357637427,0.5053712301153412,Kraken-II (16Gb)
56,class,51967,1,1.080248207,0.0,0.0,0.0,Kraken-II (16Gb)
57,family,51967,1,1.080248207,0.0,0.0,0.0,Kraken-II (16Gb)
58,genus,51967,1,1.080248207,0.0,0.0,0.0,Kraken-II (16Gb)
59,order,51967,1,1.080248207,0.0,0.0,0.0,Kraken-II (16Gb)
60,phylum,51967,1,1.080248207,0.0,0.0,0.0,Kraken-II (16Gb)
61,species,51967,1,1.080248207,0.0,0.0,0.0,Kraken-II (16Gb)
62,superkingdom,51967,1,1.080248207,0.8119265682602491,0.0026566205381297657,0.005295847857198999,Kraken-II (16Gb)
63,class,28890,407,0.115770454,0.9928047720785078,0.32779022383018985,0.4928524418240108,Kraken-II (16Gb)
64,family,28890,407,0.115770454,0.9936645392006999,0.32769660889735197,0.4928524439879122,Kraken-II (16Gb)
65,genus,28890,407,0.115770454,0.9918654597423154,0.3264299357297553,0.49119813874433566,Kraken-II (16Gb)
66,order,28890,407,0.115770454,0.9932118446500174,0.32774587324818155,0.4928524428487867,Kraken-II (16Gb)
67,phylum,28890,407,0.115770454,0.9933600141016191,0.3283474391051927,0.49355059350756514,Kraken-II (16Gb)
68,species,28890,407,0.115770454,0.0,0.0,0.0,Kraken-II (16Gb)
69,superkingdom,28890,407,0.115770454,0.9935035430703691,0.3287385003414198,0.4940099982604094,Kraken-II (16Gb)
70,class,28889,167,0.018130286,0.9998247485143745,0.9414906383609141,0.969776264290217,Kraken-II (16Gb)
71,family,28889,167,0.018130286,0.9997449303341817,0.9409011116200955,0.9694259012954434,Kraken-II (16Gb)
72,genus,28889,167,0.018130286,0.9938738099765445,0.9324895149907235,0.9621986507135193,Kraken-II (16Gb)
73,order,28889,167,0.018130286,0.9997449303341817,0.9409011116200955,0.9694259012954434,Kraken-II (16Gb)
74,phylum,28889,167,0.018130286,0.9998247485143745,0.9414906383609141,0.969776264290217,Kraken-II (16Gb)
75,species,28889,167,0.018130286,0.9827241181254063,0.8144113439408436,0.8906810123710382,Kraken-II (16Gb)
76,superkingdom,28889,167,0.018130286,0.9998247485143745,0.9414906383609141,0.969776264290217,Kraken-II (16Gb)
77,class,28890,407,0.070697047,0.990451783164365,0.3606779456378051,0.5287892980864737,Kraken-II (16Gb)
78,family,28890,407,0.070697047,0.9867908898605421,0.3591818893773464,0.5266596597040403,Kraken-II (16Gb)
79,genus,28890,407,0.070697047,0.9749968794046691,0.3547361728642969,0.5202007424885369,Kraken-II (16Gb)
80,order,28890,407,0.070697047,0.990451783164365,0.3606779456378051,0.5287892980864737,Kraken-II (16Gb)
81,phylum,28890,407,0.070697047,0.9923654667413481,0.36170692813668254,0.5301678330974391,Kraken-II (16Gb)
82,species,28890,407,0.070697047,0.0,0.0,0.0,Kraken-II (16Gb)
83,superkingdom,28890,407,0.070697047,0.9924092405146827,0.361836860496392,0.5303136439959152,Kraken-II (16Gb)
84,class,28890,407,0.076378256,0.992580815632037,0.3097589944357104,0.4721632129394838,Kraken-II (16Gb)
85,family,28890,407,0.076378256,0.9934423062860107,0.3096751889630886,0.47216321510312254,Kraken-II (16Gb)
86,genus,28890,407,0.076378256,0.9891172909363399,0.3077872429626159,0.4694799479634281,Kraken-II (16Gb)
87,order,28890,407,0.076378256,0.9932028533584637,0.3096984637119775,0.4721632145019411,Kraken-II (16Gb)
88,phylum,28890,407,0.076378256,0.9948026944202104,0.31058158922000306,0.4733702386558422,Kraken-II (16Gb)
89,species,28890,407,0.076378256,0.0,0.0,0.0,Kraken-II (16Gb)
90,superkingdom,28890,407,0.076378256,0.9939903841375046,0.310706020211189,0.47342267249424075,Kraken-II (16Gb)
91,class,28890,407,0.034525996,0.9994732034488527,0.8541500966648933,0.9211100526597378,Kraken-II (16Gb)
92,family,28890,407,0.034525996,0.9994732034488527,0.8541500966648933,0.9211100526597378,Kraken-II (16Gb)
93,genus,28890,407,0.034525996,0.9976276248137022,0.8532736125693992,0.919816477668967,Kraken-II (16Gb)
94,order,28890,407,0.034525996,0.9994732034488527,0.8541500966648933,0.9211100526597378,Kraken-II (16Gb)
95,phylum,28890,407,0.034525996,0.9994908080347846,0.8542273176184418,0.921162429502416,Kraken-II (16Gb)
96,species,28890,407,0.034525996,0.961268415018434,0.8429827689186868,0.8982432448034722,Kraken-II (16Gb)
97,superkingdom,28890,407,0.034525996,0.9995786071216106,0.8542532597790835,0.9212148013105723,Kraken-II (16Gb)
98,class,28890,407,0.488043988,0.4289308122147068,0.005150046062684058,0.010177654739730231,Kraken-II (16Gb)
99,family,28890,407,0.488043988,0.0,0.0,0.0,Kraken-II (16Gb)
100,genus,28890,407,0.488043988,0.0,0.0,0.0,Kraken-II (16Gb)
101,order,28890,407,0.488043988,0.4360613754979364,0.005149035121379966,0.010177658528373773,Kraken-II (16Gb)
102,phylum,28890,407,0.488043988,0.7324414634064497,0.00989055654931119,0.019517293964616066,Kraken-II (16Gb)
103,species,28890,407,0.488043988,0.0,0.0,0.0,Kraken-II (16Gb)
104,superkingdom,28890,407,0.488043988,0.7635416587131078,0.011032510534161271,0.02175046102790728,Kraken-II (16Gb)
105,class,976,834,0.0,0.9999698761917717,0.9958898970980439,0.997920716500736,Kraken-II (16Gb)
106,family,976,834,0.0,0.999924689571044,0.9958747110803944,0.9978905911593405,Kraken-II (16Gb)
107,genus,976,834,0.0,0.9998945575188072,0.9957995798086109,0.9978378674541877,Kraken-II (16Gb)
108,order,976,834,0.0,0.9999698757380452,0.9958748967230368,0.9979131853354246,Kraken-II (16Gb)
109,phylum,976,834,0.0,0.9999698829960291,0.9961149027231508,0.9980336703978585,Kraken-II (16Gb)
110,species,976,834,0.0,0.9968041607010787,0.9573597338432872,0.97667886020468,Kraken-II (16Gb)
111,superkingdom,976,834,0.0,0.9999999998494316,0.9962200187504732,0.9981014305146982,Kraken-II (16Gb)
112,class,28889,167,0.03156216,0.9999143320483312,0.8754612821584319,0.9335533732926585,Kraken-II (16Gb)
113,family,28889,167,0.03156216,0.9996915535411875,0.875316958862801,0.9333742196759336,Kraken-II (16Gb)
114,genus,28889,167,0.03156216,0.9990912050962651,0.874680997857105,0.9327509791121714,Kraken-II (16Gb)
115,order,28889,167,0.03156216,0.9997087193941866,0.875408852081709,0.9334339442005162,Kraken-II (16Gb)
116,phylum,28889,167,0.03156216,0.9999143320483312,0.8754612821584319,0.9335533732926585,Kraken-II (16Gb)
117,species,28889,167,0.03156216,0.0,0.0,0.0,Kraken-II (16Gb)
118,superkingdom,28889,167,0.03156216,0.9999828662725978,0.8754687545562252,0.9335874909840555,Kraken-II (16Gb)
119,class,28889,167,0.020868978,0.999953789125084,0.9737939516119953,0.9866955114540723,Kraken-II (16Gb)
120,family,28889,167,0.020868978,0.9999075684377693,0.9736877633138284,0.9866184978013421,Kraken-II (16Gb)
121,genus,28889,167,0.020868978,0.9991962531494202,0.9704270808420885,0.984596560586362,Kraken-II (16Gb)
122,order,28889,167,0.020868978,0.9999075684377693,0.9736877633138284,0.9866184978013421,Kraken-II (16Gb)
123,phylum,28889,167,0.020868978,0.999953789125084,0.9737939516119953,0.9866955114540723,Kraken-II (16Gb)
124,species,28889,167,0.020868978,0.998031756368172,0.9067289774438406,0.9501871252474887,Kraken-II (16Gb)
125,superkingdom,28889,167,0.020868978,0.999953789125084,0.9737939516119953,0.9866955114540723,Kraken-II (16Gb)
126,class,28890,407,0.012389386,0.9997999198141102,0.9746001738868484,0.9870342324642419,Kraken-II (16Gb)
127,family,28890,407,0.012389386,0.9997999198141102,0.9746001738868484,0.9870342324642419,Kraken-II (16Gb)
128,genus,28890,407,0.012389386,0.9997999167346744,0.974585171036309,0.9870265367738524,Kraken-II (16Gb)
129,order,28890,407,0.012389386,0.9997999198141102,0.9746001738868484,0.9870342324642419,Kraken-II (16Gb)
130,phylum,28890,407,0.012389386,0.9997999198141102,0.9746001738868484,0.9870342324642419,Kraken-II (16Gb)
131,species,28890,407,0.012389386,0.9972324869227444,0.9374981199901498,0.9664381657600322,Kraken-II (16Gb)
132,superkingdom,28890,407,0.012389386,0.9997999198141102,0.9746001738868484,0.9870342324642419,Kraken-II (16Gb)
133,class,28890,407,0.195864722,0.9595696088700044,0.04422704115470792,0.0845559741634624,Kraken-II (16Gb)
134,family,28890,407,0.195864722,0.9620791076754523,0.04422172468569642,0.08455597625966067,Kraken-II (16Gb)
135,genus,28890,407,0.195864722,0.6159207607633134,0.02558671136458599,0.04913159006202459,Kraken-II (16Gb)
136,order,28890,407,0.195864722,0.9620791076754523,0.04422172468569642,0.08455597625966067,Kraken-II (16Gb)
137,phylum,28890,407,0.195864722,0.9675955898652119,0.04485706129991481,0.08573846084724795,Kraken-II (16Gb)
138,species,28890,407,0.195864722,0.0,0.0,0.0,Kraken-II (16Gb)
139,superkingdom,28890,407,0.195864722,0.9726159762480154,0.04534258507624544,0.0866449600214979,Kraken-II (16Gb)
140,class,651137,49,0.031894266,0.9971240411393122,0.7191750964663267,0.8356382457715843,Kraken-II (16Gb)
141,family,651137,49,0.031894266,0.9971448219166903,0.7191642866798189,0.8356382457998698,Kraken-II (16Gb)
142,genus,651137,49,0.031894266,0.9907521447527812,0.7166586130833748,0.831700159095807,Kraken-II (16Gb)
143,order,651137,49,0.031894266,0.9971240411393122,0.7191750964663267,0.8356382457715843,Kraken-II (16Gb)
144,phylum,651137,49,0.031894266,0.9986073289823926,0.7213513512430403,0.8376277479985713,Kraken-II (16Gb)
145,species,651137,49,0.031894266,0.984271974930857,0.7110804331576989,0.8256600936054953,Kraken-II (16Gb)
146,superkingdom,651137,49,0.031894266,0.9986076762746809,0.7215315314231934,0.8377493332892083,Kraken-II (16Gb)
147,class,28890,407,0.231827456,0.971409235372341,0.08634846159488278,0.15859756975744013,Kraken-II (16Gb)
148,family,28890,407,0.231827456,0.9738805953631605,0.08632898830509389,0.15859757322492768,Kraken-II (16Gb)
149,genus,28890,407,0.231827456,0.08439347772013353,0.0076514450009501035,0.01402927804678099,Kraken-II (16Gb)
150,order,28890,407,0.231827456,0.9738805953631605,0.08632898830509389,0.15859757322492768,Kraken-II (16Gb)
151,phylum,28890,407,0.231827456,0.9757085003783595,0.08694737157269705,0.15966503068980373,Kraken-II (16Gb)
152,species,28890,407,0.231827456,0.0,0.0,0.0,Kraken-II (16Gb)
153,superkingdom,28890,407,0.231827456,0.9748743702263412,0.08749642947103801,0.16057900632603475,Kraken-II (16Gb)
154,class,28890,407,0.055658351,0.9851540990997003,0.3291024751531396,0.4933803518594237,Kraken-II (16Gb)
155,family,28890,407,0.055658351,0.984225988255717,0.32835730867511725,0.49242640106028873,Kraken-II (16Gb)
156,genus,28890,407,0.055658351,0.9819326204573752,0.32723184639234143,0.4908736498632342,Kraken-II (16Gb)
157,order,28890,407,0.055658351,0.9851985555120946,0.32909751423309097,0.49338035197223495,Kraken-II (16Gb)
158,phylum,28890,407,0.055658351,0.9861286250287657,0.3299627781717683,0.4944691039123808,Kraken-II (16Gb)
159,species,28890,407,0.055658351,0.9452274914167268,0.31444542867177117,0.47190044254945435,Kraken-II (16Gb)
160,superkingdom,28890,407,0.055658351,0.984982689184397,0.33025794094489047,0.49465607138986667,Kraken-II (16Gb)
161,class,28890,407,0.108425931,0.996695843430324,0.5167009750850148,0.6805753851021255,Kraken-II (16Gb)
162,family,28890,407,0.108425931,0.9969270015083993,0.5166388725354729,0.6805753856044087,Kraken-II (16Gb)
163,genus,28890,407,0.108425931,0.9944263815041725,0.5153215493771611,0.678849679377551,Kraken-II (16Gb)
164,order,28890,407,0.108425931,0.9967536228994917,0.5166854480479776,0.6805753852276729,Kraken-II (16Gb)
165,phylum,28890,407,0.108425931,0.9970166543093362,0.5171263745392214,0.6810191545702463,Kraken-II (16Gb)
166,species,28890,407,0.108425931,0.0,0.0,0.0,Kraken-II (16Gb)
167,superkingdom,28890,407,0.108425931,0.996613799202184,0.517430503303166,0.6811887511125042,Kraken-II (16Gb)
168,class,28889,167,0.580348636,0.8555045675342989,0.0056002642475526596,0.011127555736710532,Kraken-II (16Gb)
169,family,28889,167,0.580348636,0.49999998571428617,0.0026318955659881045,0.005236124542760773,Kraken-II (16Gb)
170,genus,28889,167,0.580348636,0.0,0.0,0.0,Kraken-II (16Gb)
171,order,28889,167,0.580348636,0.7724999806875006,0.004641312183873872,0.009227067123983143,Kraken-II (16Gb)
172,phylum,28889,167,0.580348636,0.8438913836223669,0.0056007687910146296,0.011127553970218416,Kraken-II (16Gb)
173,species,28889,167,0.580348636,0.0,0.0,0.0,Kraken-II (16Gb)
174,superkingdom,28889,167,0.580348636,0.8881578752596958,0.006079620510676171,0.012076439376541367,Kraken-II (16Gb)
175,class,28889,167,0.051437191,0.999395227614376,0.8183960139240634,0.8998795378994595,Kraken-II (16Gb)
176,family,28889,167,0.051437191,0.9989550677374552,0.8180753639366348,0.8995072606532329,Kraken-II (16Gb)
177,genus,28889,167,0.051437191,0.9988996073434875,0.8177218609428856,0.899271052023052,Kraken-II (16Gb)
178,order,28889,167,0.051437191,0.9989551826598927,0.8181654405017016,0.8995617559296472,Kraken-II (16Gb)
179,phylum,28889,167,0.051437191,0.999395227614376,0.8183960139240634,0.8998795378994595,Kraken-II (16Gb)
180,species,28889,167,0.051437191,0.4280761782773958,0.17619153506482255,0.24963157604544242,Kraken-II (16Gb)
181,superkingdom,28889,167,0.051437191,0.9994135755388847,0.8184287535351649,0.8999067677967508,Kraken-II (16Gb)
182,class,651137,49,0.185317881,0.833333332439007,0.11925238810098406,0.20864462821892527,Kraken-II (16Gb)
183,family,651137,49,0.185317881,0.8349462356613482,0.1192194312904226,0.20864463184567142,Kraken-II (16Gb)
184,genus,651137,49,0.185317881,0.7397245048436742,0.1035227908551205,0.18162509970786542,Kraken-II (16Gb)
185,order,651137,49,0.185317881,0.833333332439007,0.11925238810098406,0.20864462821892527,Kraken-II (16Gb)
186,phylum,651137,49,0.185317881,0.957657740241214,0.15610934901735246,0.2684546627009636,Kraken-II (16Gb)
187,species,651137,49,0.185317881,0.0,0.0,0.0,Kraken-II (16Gb)
188,superkingdom,651137,49,0.185317881,0.9556232115918228,0.1564983531023935,0.2689492206646621,Kraken-II (16Gb)
189,class,28890,407,0.120344429,0.977046734357767,0.17760204847452898,0.30056585383890233,Kraken-II (16Gb)
190,family,28890,407,0.120344429,0.9472013358837081,0.17169682741399306,0.2906967160096736,Kraken-II (16Gb)
191,genus,28890,407,0.120344429,0.7514863251643568,0.13881175379444757,0.23433491667424408,Kraken-II (16Gb)
192,order,28890,407,0.120344429,0.977046734357767,0.17760204847452898,0.30056585383890233,Kraken-II (16Gb)
193,phylum,28890,407,0.120344429,0.9823286531937832,0.17901373900666429,0.3028371514496324,Kraken-II (16Gb)
194,species,28890,407,0.120344429,0.0,0.0,0.0,Kraken-II (16Gb)
195,superkingdom,28890,407,0.120344429,0.9817987143948289,0.17940884324422707,0.3033770381604867,Kraken-II (16Gb)
196,class,28889,167,0.009329546,0.9998644515565666,0.9959494732821342,0.9978981226630727,Kraken-II (16Gb)
197,family,28889,167,0.009329546,0.9998644495150514,0.995934471331883,0.9978905911581385,Kraken-II (16Gb)
198,genus,28889,167,0.009329546,0.9998641466912414,0.9937141826946931,0.9967746787934461,Kraken-II (16Gb)
199,order,28889,167,0.009329546,0.9998644515565666,0.9959494732821342,0.9978981226630727,Kraken-II (16Gb)
200,phylum,28889,167,0.009329546,0.9998644515565666,0.9959494732821342,0.9978981226630727,Kraken-II (16Gb)
201,species,28889,167,0.009329546,0.9996488201960781,0.9396653911111613,0.9687244599191399,Kraken-II (16Gb)
202,superkingdom,28889,167,0.009329546,0.999954817085116,0.9959498378441213,0.997943309317179,Kraken-II (16Gb)
203,class,1224,2975,0.0206378,0.9975703844731684,0.8083894431873888,0.893066268653151,Kraken-II (16Gb)
204,family,1224,2975,0.0206378,0.996156916436857,0.8073427624424702,0.8918611152029383,Kraken-II (16Gb)
205,genus,1224,2975,0.0206378,0.9961178391789661,0.8069306929478872,0.8915939709159529,Kraken-II (16Gb)
206,order,1224,2975,0.0206378,0.9976254960491178,0.8082177368448251,0.8929835558600653,Kraken-II (16Gb)
207,phylum,1224,2975,0.0206378,0.9978310034856269,0.8087903830490172,0.8934153646863474,Kraken-II (16Gb)
208,species,1224,2975,0.0206378,0.7443790041895063,0.6951133406363594,0.7188981360976202,Kraken-II (16Gb)
209,superkingdom,1224,2975,0.0206378,0.9999999998147633,0.8097709510237792,0.8948828315366909,Kraken-II (16Gb)
210,class,28889,167,0.21257835,0.9733581134654333,0.04719063996527678,0.09001616444995177,Kraken-II (16Gb)
211,family,28889,167,0.21257835,0.972023621473349,0.04696817218454298,0.08960567705561996,Kraken-II (16Gb)
212,genus,28889,167,0.21257835,0.16752411521696425,0.008130715688983627,0.015507838932278304,Kraken-II (16Gb)
213,order,28889,167,0.21257835,0.9711180094064658,0.04697028869423945,0.08960567627524893,Kraken-II (16Gb)
214,phylum,28889,167,0.21257835,0.9718527653205914,0.047194184083274124,0.09001616315007688,Kraken-II (16Gb)
215,species,28889,167,0.21257835,0.0,0.0,0.0,Kraken-II (16Gb)
216,superkingdom,28889,167,0.21257835,0.9669522614230346,0.04747667482271718,0.0905085095699661,Kraken-II (16Gb)
217,class,28889,167,0.525434874,0.925758547929254,0.02154706094158747,0.04211347445906346,Kraken-II (16Gb)
218,family,28889,167,0.525434874,0.8395573939173071,0.018273500411187853,0.03576806021814321,Kraken-II (16Gb)
219,genus,28889,167,0.525434874,0.0,0.0,0.0,Kraken-II (16Gb)
220,order,28889,167,0.525434874,0.8376534731401537,0.018485902238708107,0.03617308067889646,Kraken-II (16Gb)
221,phylum,28889,167,0.525434874,0.9227799168418281,0.021548679877147175,0.042113473057593366,Kraken-II (16Gb)
222,species,28889,167,0.525434874,0.0,0.0,0.0,Kraken-II (16Gb)
223,superkingdom,28889,167,0.525434874,0.933663974372821,0.02262620191967755,0.04418125214864881,Kraken-II (16Gb)
224,class,1224,2975,0.00370875,0.9996965833788918,0.9887316756960205,0.9941788974948103,Kraken-II (16Gb)
225,family,1224,2975,0.00370875,0.9996811755507794,0.987996278698197,0.9937993815048678,Kraken-II (16Gb)
226,genus,1224,2975,0.00370875,0.9996811755507794,0.987996278698197,0.9937993815048678,Kraken-II (16Gb)
227,order,1224,2975,0.00370875,0.999696505106345,0.9884766004488609,0.9940498941843446,Kraken-II (16Gb)
228,phylum,1224,2975,0.00370875,0.9996965971875033,0.9887766889749311,0.9942016593503503,Kraken-II (16Gb)
229,species,1224,2975,0.00370875,0.9936719818354917,0.952614502233062,0.9727051845466067,Kraken-II (16Gb)
230,superkingdom,1224,2975,0.00370875,0.9999999998484389,0.9896950513762888,0.994815840284569,Kraken-II (16Gb)
231,class,28890,407,0.102560516,0.9840669502019257,0.1839805021613112,0.31000038789564355,Kraken-II (16Gb)
232,family,28890,407,0.102560516,0.9843838034416938,0.1839694311699533,0.3100003885902457,Kraken-II (16Gb)
233,genus,28890,407,0.102560516,0.9817535919733945,0.18301952105130573,0.3085210803353386,Kraken-II (16Gb)
234,order,28890,407,0.102560516,0.9843838034416938,0.1839694311699533,0.3100003885902457,Kraken-II (16Gb)
235,phylum,28890,407,0.102560516,0.9850542378585342,0.18439854993390614,0.31064275830485205,Kraken-II (16Gb)
236,species,28890,407,0.102560516,0.0450674236647734,0.00908716884441136,0.015121881999018847,Kraken-II (16Gb)
237,superkingdom,28890,407,0.102560516,0.9833266525183755,0.18457996656817285,0.31081397024625235,Kraken-II (16Gb)
238,class,1224,2975,0.0,0.9999999998497686,0.9984550075751938,0.9992219065288629,Kraken-II (16Gb)
239,family,1224,2975,0.0,0.9999849629340052,0.9975399752501215,0.9987559727816209,Kraken-II (16Gb)
240,genus,1224,2975,0.0,0.9999699210431375,0.9973749342237493,0.9986657419398435,Kraken-II (16Gb)
241,order,1224,2975,0.0,0.9999999998497167,0.998110009300237,0.9990491107437101,Kraken-II (16Gb)
242,phylum,1224,2975,0.0,0.9999999998497686,0.9984550075751938,0.9992219065288629,Kraken-II (16Gb)
243,species,1224,2975,0.0,0.9999699210431375,0.9973749342237493,0.9986657419398435,Kraken-II (16Gb)
244,superkingdom,1224,2975,0.0,0.9999999998498093,0.99872500622516,0.9993570964031039,Kraken-II (16Gb)
245,class,1239,1948,0.0718104,0.9905351547856052,0.4192406740230959,0.5891286711071608,Kraken-II (16Gb)
246,family,1239,1948,0.0718104,0.9525609182044557,0.40497941813876576,0.5683289320015866,Kraken-II (16Gb)
247,genus,1239,1948,0.0718104,0.954107587057002,0.40438871467170445,0.5680214222010325,Kraken-II (16Gb)
248,order,1239,1948,0.0718104,0.9644148494739502,0.41019901627606487,0.5755785744639276,Kraken-II (16Gb)
249,phylum,1239,1948,0.0718104,0.9942585763417002,0.42183294482793277,0.5923459821330235,Kraken-II (16Gb)
250,species,1239,1948,0.0718104,0.0,0.0,0.0,Kraken-II (16Gb)
251,superkingdom,1239,1948,0.0718104,0.9994352472558558,0.42482483377221275,0.5962140445653183,Kraken-II (16Gb)
252,class,1239,1948,0.0,0.8520678639869148,0.024206181836445413,0.047074484012268575,Kraken-II (16Gb)
253,family,1239,1948,0.0,0.8481759611149359,0.02381597975057002,0.04633049668394985,Kraken-II (16Gb)
254,genus,1239,1948,0.0,0.7115165295808635,0.018863076431906548,0.03675131893871466,Kraken-II (16Gb)
255,order,1239,1948,0.0,0.8454545409333982,0.02381813251019643,0.04633049502189489,Kraken-II (16Gb)
256,phylum,1239,1948,0.0,0.999984911658647,0.994149941350291,0.9970538898180673,Kraken-II (16Gb)
257,species,1239,1948,0.0,0.6257378947713229,0.016052579768289707,0.031301651738614794,Kraken-II (16Gb)
