,Taxonomic_rank,Taxon,Reference_genome_in_phylum,Distance_to_closest,Precision,Recall,F1,Method
139,kingdom,28890,407,0.195864722,0.9874288401626451,0.06249437054335509,0.11754794151301348,CLARK
140,class,651137,49,0.031894266,0.998038132416899,0.78718226056319,0.8801529665789879,CLARK
141,family,651137,49,0.031894266,0.998038132416899,0.78718226056319,0.8801529665789879,CLARK
142,genus,651137,49,0.031894266,0.9935620272007081,0.7864282590139413,0.8779383479038279,CLARK
143,order,651137,49,0.031894266,0.998038132416899,0.78718226056319,0.8801529665789879,CLARK
144,phylum,651137,49,0.031894266,0.9993904876098758,0.7874090191659925,0.8808203455696357,CLARK
145,species,651137,49,0.031894266,0.9857145576301947,0.785093374882793,0.8740344837402565,CLARK
146,kingdom,651137,49,0.031894266,0.9994285821223541,0.7874153997347696,0.8808391334588109,CLARK
147,class,28890,407,0.231827456,0.9642857130149108,0.11020242181604277,0.19779768331300315,CLARK
148,family,28890,407,0.231827456,0.9642857130149108,0.11020242181604277,0.19779768331300315,CLARK
149,genus,28890,407,0.231827456,0.09027411690791498,0.011461749546305175,0.020338896400827266,CLARK
150,order,28890,407,0.231827456,0.9642857130149108,0.11020242181604277,0.19779768331300315,CLARK
151,phylum,28890,407,0.231827456,0.9758829718293582,0.11138018168109919,0.1999387593649428,CLARK
152,species,28890,407,0.231827456,0.0,0.0,0.0,CLARK
153,kingdom,28890,407,0.231827456,0.984976277036141,0.1123014739963185,0.2016140026323736,CLARK
154,class,28890,407,0.055658351,0.992964887503814,0.4715779967685186,0.6394584962265566,CLARK
155,family,28890,407,0.055658351,0.9914437821677514,0.47119598769956533,0.6387917898206141,CLARK
156,genus,28890,407,0.055658351,0.9905881604162162,0.47098086477761325,0.6384164802439233,CLARK
157,order,28890,407,0.055658351,0.992964887503814,0.4715779967685186,0.6394584962265566,CLARK
158,phylum,28890,407,0.055658351,0.9950564073408998,0.47210235893730323,0.6403741518748224,CLARK
159,species,28890,407,0.055658351,0.9511661804565958,0.46087584060730336,0.6208971148879991,CLARK
160,kingdom,28890,407,0.055658351,0.9951197867299024,0.472118232454991,0.6404018797761363,CLARK
161,class,28890,407,0.108425931,0.996706969183941,0.6095922323343916,0.7564979715658436,CLARK
162,family,28890,407,0.108425931,0.996706969183941,0.6095922323343916,0.7564979715658436,CLARK
163,genus,28890,407,0.108425931,0.9943723579587209,0.6090339864822791,0.7553952699995916,CLARK
164,order,28890,407,0.108425931,0.996706969183941,0.6095922323343916,0.7564979715658436,CLARK
165,phylum,28890,407,0.108425931,0.9978619873690499,0.6098678280850304,0.7570427964968888,CLARK
166,species,28890,407,0.108425931,0.0,0.0,0.0,CLARK
167,kingdom,28890,407,0.108425931,0.9983043347590915,0.6099732723790544,0.7572513264425005,CLARK
168,class,28889,167,0.580348636,0.810408906869723,0.006549988731833547,0.012994788998094422,CLARK
169,family,28889,167,0.580348636,0.5018587267312504,0.004066326299482473,0.008067127695175168,CLARK
170,genus,28889,167,0.580348636,0.0,0.0,0.0,CLARK
171,order,28889,167,0.580348636,0.6895910652492367,0.005578947367582113,0.011068190075542161,CLARK
172,phylum,28889,167,0.580348636,0.810408906869723,0.006549988731833547,0.012994788998094422,CLARK
173,species,28889,167,0.580348636,0.0,0.0,0.0,CLARK
174,kingdom,28889,167,0.580348636,0.8884758199168064,0.007176422897416724,0.01423768450441331,CLARK
175,class,28889,167,0.051437191,0.9995339361666205,0.8689225688972204,0.9296581909924846,CLARK
176,family,28889,167,0.051437191,0.9990851341229224,0.8688714082822122,0.929434749255732,CLARK
177,genus,28889,167,0.051437191,0.9989125179522694,0.8688517204869299,0.9293487852836269,CLARK
178,order,28889,167,0.051437191,0.9991023957399878,0.8688733767366399,0.9294433448937112,CLARK
179,phylum,28889,167,0.051437191,0.9995339361666205,0.8689225688972204,0.9296581909924846,CLARK
180,species,28889,167,0.051437191,0.9987399017816163,0.8688320267788641,0.9292628075049872,CLARK
181,kingdom,28889,167,0.051437191,0.9995684594007511,0.868926502675651,0.9296753749551653,CLARK
182,class,651137,49,0.185317881,0.8010287578512753,0.16030820099193496,0.2671490827171491,CLARK
183,family,651137,49,0.185317881,0.8010287578512753,0.16030820099193496,0.2671490827171491,CLARK
184,genus,651137,49,0.185317881,0.6782791671122445,0.13916116341176527,0.2309378673877256,CLARK
185,order,651137,49,0.185317881,0.8010287578512753,0.16030820099193496,0.2671490827171491,CLARK
186,phylum,651137,49,0.185317881,0.9635258351153255,0.18675508690663678,0.3128658109505914,CLARK
187,species,651137,49,0.185317881,0.0,0.0,0.0,CLARK
188,kingdom,651137,49,0.185317881,0.9672667750235626,0.18734433254527083,0.31388989370125975,CLARK
189,class,28890,407,0.120344429,0.9873617688491252,0.2917086977684535,0.4503579303012659,CLARK
190,family,28890,407,0.120344429,0.9678438562055528,0.2876007026034889,0.44342914859338256,CLARK
191,genus,28890,407,0.120344429,0.7833664573289678,0.24628300431839864,0.3747449555498042,CLARK
192,order,28890,407,0.120344429,0.9873617688491252,0.2917086977684535,0.4503579303012659,CLARK
193,phylum,28890,407,0.120344429,0.9924578295915722,0.29277349324361857,0.4521568681366843,CLARK
194,species,28890,407,0.120344429,0.0,0.0,0.0,CLARK
195,kingdom,28890,407,0.120344429,0.9929674356658169,0.2928797967363285,0.4523365322296453,CLARK
196,class,28889,167,0.009329546,0.9999999998424824,0.9522702385059669,0.9755466655356303,CLARK
197,family,28889,167,0.009329546,0.9999999998424824,0.9522702385059669,0.9755466655356303,CLARK
198,genus,28889,167,0.009329546,0.9998739858234427,0.952264510275842,0.9754836923013356,CLARK
199,order,28889,167,0.009329546,0.9999999998424824,0.9522702385059669,0.9755466655356303,CLARK
200,phylum,28889,167,0.009329546,0.9999999998424824,0.9522702385059669,0.9755466655356303,CLARK
201,species,28889,167,0.009329546,0.9998739858234427,0.952264510275842,0.9754836923013356,CLARK
202,kingdom,28889,167,0.009329546,0.9999999998424824,0.9522702385059669,0.9755466655356303,CLARK
203,class,1224,2975,0.0206378,0.9985485439421986,0.8472328601265701,0.9166833662725751,CLARK
204,family,1224,2975,0.0206378,0.9961058498989103,0.846915586731242,0.9154673691904582,CLARK
205,genus,1224,2975,0.0206378,0.9961058498989103,0.846915586731242,0.9154673691904582,CLARK
206,order,1224,2975,0.0206378,0.9983538364459945,0.8472076184625819,0.9165865389918396,CLARK
207,phylum,1224,2975,0.0206378,0.9990264623419725,0.8472947815938127,0.9169209598729195,CLARK
208,species,1224,2975,0.0206378,0.7405788121531854,0.8044259866558178,0.7711781688071273,CLARK
209,kingdom,1224,2975,0.0206378,0.9999999998229931,0.847420762769073,0.9174046246042661,CLARK
210,class,28889,167,0.21257835,0.962911769263046,0.0628514720381843,0.11799961181343074,CLARK
211,family,28889,167,0.21257835,0.9578438125827141,0.0625413633261324,0.11741501588160151,CLARK
212,genus,28889,167,0.21257835,0.2319741989588247,0.01590008368214042,0.029759120959557447,CLARK
213,order,28889,167,0.21257835,0.9578438125827141,0.0625413633261324,0.11741501588160151,CLARK
214,phylum,28889,167,0.21257835,0.962911769263046,0.0628514720381843,0.11799961181343074,CLARK
215,species,28889,167,0.21257835,0.0,0.0,0.0,CLARK
216,kingdom,28889,167,0.21257835,0.9689011726125291,0.06321769974400022,0.11869002999980094,CLARK
217,class,28889,167,0.525434874,0.8754010648374275,0.024640997076099437,0.04793223857120791,CLARK
218,family,28889,167,0.525434874,0.7390374292030084,0.020882757367007242,0.040617255616180986,CLARK
219,genus,28889,167,0.525434874,0.0,0.0,0.0,CLARK
220,order,28889,167,0.525434874,0.7689839531070377,0.021710575976189236,0.0422283771607015,CLARK
221,phylum,28889,167,0.525434874,0.8754010648374275,0.024640997076099437,0.04793223857120791,CLARK
222,species,28889,167,0.525434874,0.0,0.0,0.0,CLARK
223,kingdom,28889,167,0.525434874,0.9331550752237696,0.026224038948900838,0.051013910157059236,CLARK
224,class,1224,2975,0.00370875,0.9996147502812915,0.9733801505096815,0.9863180326520484,CLARK
225,family,1224,2975,0.00370875,0.9995839303161228,0.9733793515946308,0.986302619377825,CLARK
226,genus,1224,2975,0.00370875,0.9995839303161228,0.9733793515946308,0.986302619377825,CLARK
227,order,1224,2975,0.00370875,0.9996147502812915,0.9733801505096815,0.9863180326520484,CLARK
228,phylum,1224,2975,0.00370875,0.9996147502812915,0.9733801505096815,0.9863180326520484,CLARK
229,species,1224,2975,0.00370875,0.9957160246874522,0.9732787056630949,0.9843645256690396,CLARK
230,kingdom,1224,2975,0.00370875,0.9999999998459002,0.9733901329033269,0.9865106590392865,CLARK
231,class,28890,407,0.102560516,0.9860032057060037,0.24068332326299166,0.3869164421566277,CLARK
232,family,28890,407,0.102560516,0.9860032057060037,0.24068332326299166,0.3869164421566277,CLARK
233,genus,28890,407,0.102560516,0.9842150690688032,0.24035174892105948,0.386350304349966,CLARK
234,order,28890,407,0.102560516,0.9860032057060037,0.24068332326299166,0.3869164421566277,CLARK
235,phylum,28890,407,0.102560516,0.9871130836187488,0.240888982479026,0.38726763827371313,CLARK
236,species,28890,407,0.102560516,0.04642989268317309,0.014706456776159825,0.02233393214490923,CLARK
237,kingdom,28890,407,0.102560516,0.9872980632708731,0.24092324818451072,0.38732615609292886,CLARK
238,class,1224,2975,0.0,0.9999699743281835,0.99914497847459,0.9995523061973788,CLARK
239,family,1224,2975,0.0,0.9999699743281835,0.99914497847459,0.9995523061973788,CLARK
240,genus,1224,2975,0.0,0.9999699743281835,0.99914497847459,0.9995523061973788,CLARK
241,order,1224,2975,0.0,0.9999699743281835,0.99914497847459,0.9995523061973788,CLARK
242,phylum,1224,2975,0.0,0.9999849870890278,0.9991449913000412,0.999559812745428,CLARK
243,species,1224,2975,0.0,0.9999699743281835,0.99914497847459,0.9995523061973788,CLARK
244,kingdom,1224,2975,0.0,0.9999999998498723,0.9991450041251075,0.9995673191808321,CLARK
245,class,1239,1948,0.0718104,0.99255228488401,0.5439484305464262,0.7027575560339393,CLARK
246,family,1239,1948,0.0718104,0.9592711680107534,0.5354759529745377,0.6872911132384706,CLARK
247,genus,1239,1948,0.0718104,0.9589138975571181,0.5353832933567508,0.6871230810389363,CLARK
248,order,1239,1948,0.0718104,0.9723252807397352,0.5388364300123611,0.693401390929709,CLARK
249,phylum,1239,1948,0.0718104,0.9959326130222517,0.544791713563825,0.7043081022861576,CLARK
250,species,1239,1948,0.0718104,0.0,0.0,0.0,CLARK
251,kingdom,1239,1948,0.0718104,0.9999175526974144,0.5457818311913804,0.7061312283407359,CLARK
252,class,1239,1948,0.0,0.9907275250304741,0.020838959399159994,0.04081892172766585,CLARK
253,family,1239,1948,0.0,0.9893009915171114,0.020809578104061456,0.040761344478157734,CLARK
254,genus,1239,1948,0.0,0.9736091228701204,0.02048626744402127,0.040127771303510085,CLARK
255,order,1239,1948,0.0,0.9900142582737927,0.02082426897201562,0.04079013352593177,CLARK
256,phylum,1239,1948,0.0,0.9978601925972882,0.02098583943042934,0.041106757221012945,CLARK
257,species,1239,1948,0.0,0.9636233882765807,0.020280413110922237,0.03972437498089128,CLARK
258,kingdom,1239,1948,0.0,0.9999999928673324,0.021029894847371278,0.041193091377539105,CLARK
259,class,1239,1948,0.0,0.944047607808957,0.011903332330846091,0.023509982343518945,CLARK
260,family,1239,1948,0.0,0.936904750751134,0.011814333321551875,0.023334174532529343,CLARK
261,genus,1239,1948,0.0,0.9357142745748301,0.011799498594598726,0.023304870189926975,CLARK
262,order,1239,1948,0.0,0.9428571316326533,0.011888500275914003,0.02348068321347328,CLARK
263,phylum,1239,1948,0.0,0.994047607213719,0.012525876809497783,0.02473976191417004,CLARK
264,species,1239,1948,0.0,0.9357142745748301,0.011799498594598726,0.023304870189926975,CLARK
265,kingdom,1239,1948,0.0,0.9999999880952383,0.012599936998425017,0.02488606231518087,CLARK
266,class,28889,167,0.518015074,0.5564924020827589,0.004969580145025965,0.0098510119107825,CLARK
267,family,28889,167,0.518015074,0.0,0.0,0.0,CLARK
268,genus,28889,167,0.518015074,0.0,0.0,0.0,CLARK
269,order,28889,167,0.518015074,0.1922428298104076,0.0017223665918712806,0.0034139687313996434,CLARK
270,phylum,28889,167,0.518015074,0.5564924020827589,0.004969580145025965,0.0098510119107825,CLARK
271,species,28889,167,0.518015074,0.0,0.0,0.0,CLARK
272,kingdom,28889,167,0.518015074,0.7369308476065625,0.006570341746993678,0.013024383713408806,CLARK
273,class,201174,1097,0.0419139,0.9978906956489504,0.7106974926448995,0.8301523672333584,CLARK
274,family,201174,1097,0.0419139,0.9615473853146981,0.7030103015386141,0.8121961307222245,CLARK
275,genus,201174,1097,0.0419139,0.9585310803943278,0.7023539047769967,0.8106810522949767,CLARK
276,order,201174,1097,0.0419139,0.9666940874165888,0.7041236478760872,0.8147724063160603,CLARK
277,phylum,201174,1097,0.0419139,0.9979328817317528,0.7107061844536186,0.8301728947767828,CLARK
278,species,201174,1097,0.0419139,0.0,0.0,0.0,CLARK
279,kingdom,201174,1097,0.0419139,0.9999578137062671,0.7111227779627807,0.8311573703818552,CLARK
280,class,1117,295,0.00117749,0.9897172624309485,0.9903921923697653,0.9900496123996125,CLARK
281,family,1117,295,0.00117749,0.9897172624309485,0.9903921923697653,0.9900496123996125,CLARK
282,genus,1117,295,0.00117749,0.9897172624309485,0.9903921923697653,0.9900496123996125,CLARK
283,order,1117,295,0.00117749,0.9897172624309485,0.9903921923697653,0.9900496123996125,CLARK
284,phylum,1117,295,0.00117749,0.9897172624309485,0.9903921923697653,0.9900496123996125,CLARK
285,species,1117,295,0.00117749,0.9897172624309485,0.9903921923697653,0.9900496123996125,CLARK
286,kingdom,1117,295,0.00117749,0.9999999998485605,0.9904900474011894,0.9952173059425328,CLARK
287,class,28890,407,0.011584994,0.999999999849816,0.9987700060001544,0.9993796244979283,CLARK
288,family,28890,407,0.011584994,0.999999999849816,0.9987700060001544,0.9993796244979283,CLARK
289,genus,28890,407,0.011584994,0.9999699630547465,0.998769969099412,0.9993646058805711,CLARK
290,order,28890,407,0.011584994,0.999999999849816,0.9987700060001544,0.9993796244979283,CLARK
291,phylum,28890,407,0.011584994,0.999999999849816,0.9987700060001544,0.9993796244979283,CLARK
292,species,28890,407,0.011584994,0.9999699630547465,0.998769969099412,0.9993646058805711,CLARK
293,kingdom,28890,407,0.011584994,0.999999999849816,0.9987700060001544,0.9993796244979283,CLARK
294,class,28889,167,0.577436206,0.0,0.0,0.0,CLARK
295,family,28889,167,0.577436206,0.0,0.0,0.0,CLARK
296,genus,28889,167,0.577436206,0.0,0.0,0.0,CLARK
297,order,28889,167,0.577436206,0.0,0.0,0.0,CLARK
298,phylum,28889,167,0.577436206,0.48366012018169674,0.003341863615333153,0.006637726428089303,CLARK
299,species,28889,167,0.577436206,0.0,0.0,0.0,CLARK
300,kingdom,28889,167,0.577436206,0.8191720954428738,0.005647002281982608,0.011216545839767316,CLARK
301,class,28889,167,0.514743202,0.9216634384832522,0.02865949928145861,0.055589807746929384,CLARK
302,family,28889,167,0.514743202,0.0,0.0,0.0,CLARK
303,genus,28889,167,0.514743202,0.0,0.0,0.0,CLARK
304,order,28889,167,0.514743202,0.6237910994981087,0.01957838182100527,0.037964593765032265,CLARK
305,phylum,28889,167,0.514743202,0.9216634384832522,0.02865949928145861,0.055589807746929384,CLARK
